usage_id,subscription_id,customer_id,month,devices_connected,data_transfer_gb,active_users,connection_hours,created_at
usage_b05e75c7,sub_20c96c06,cust_bb6a104f,2024-11-01,1,434.42,1,294.75,2024-11-06
usage_886aee5f,sub_20c96c06,cust_bb6a104f,2024-12-01,2,961.33,1,231.63,2024-12-03
usage_d1ed9932,sub_1febb150,cust_42db7626,2024-08-01,3,283.56,1,1059.96,2024-08-06
usage_4efe9c34,sub_1febb150,cust_42db7626,2024-09-01,1,226.26,1,454.74,2024-09-06
usage_fd3f00b2,sub_1febb150,cust_42db7626,2024-10-01,3,868.2,1,576.07,2024-10-04
usage_f31ccd8a,sub_1febb150,cust_42db7626,2024-11-01,3,1281.87,1,684.19,2024-11-03
usage_5dde6e13,sub_1febb150,cust_42db7626,2024-12-01,2,905.09,1,552.99,2024-12-04
usage_9989d12d,sub_23bd86f4,cust_63631bda,2024-07-01,3,1143.41,1,897.65,2024-07-03
usage_f3742e9d,sub_23bd86f4,cust_63631bda,2024-08-01,1,422.22,1,182.34,2024-08-02
usage_a3dd9f0f,sub_23bd86f4,cust_63631bda,2024-09-01,4,1027.58,1,659.16,2024-09-03
usage_97d3d36a,sub_23bd86f4,cust_63631bda,2024-10-01,1,385.76,1,412.59,2024-10-06
usage_a3a3100b,sub_23bd86f4,cust_63631bda,2024-11-01,3,68.73,1,581.85,2024-11-06
usage_faf81664,sub_23bd86f4,cust_63631bda,2024-12-01,1,129.29,1,266.99,2024-12-06
usage_c87d6500,sub_685e9cee,cust_7e3ea170,2024-05-01,210,71815.8,55,98086.4,2024-05-03
usage_3e48ed9e,sub_685e9cee,cust_7e3ea170,2024-06-01,59,2781.46,55,11866.72,2024-06-06
usage_7f78b732,sub_685e9cee,cust_7e3ea170,2024-07-01,56,14768.32,55,27384.34,2024-07-02
usage_51861f2d,sub_685e9cee,cust_7e3ea170,2024-08-01,123,33351.43,55,43863.25,2024-08-03
usage_0110153e,sub_685e9cee,cust_7e3ea170,2024-09-01,65,18736.72,55,21422.5,2024-09-02
usage_755b3095,sub_685e9cee,cust_7e3ea170,2024-10-01,71,1426.67,55,12430.9,2024-10-04
usage_cf018d31,sub_685e9cee,cust_7e3ea170,2024-11-01,128,46704.13,55,28507.49,2024-11-03
usage_19b82cb9,sub_685e9cee,cust_7e3ea170,2024-12-01,75,3188.12,55,8849.53,2024-12-02
usage_f0ddd54a,sub_1e1846d0,cust_c8204f35,2024-11-01,59,2487.53,34,20744.55,2024-11-02
usage_adf592f0,sub_1e1846d0,cust_c8204f35,2024-12-01,47,8907.89,34,22748.81,2024-12-05
usage_334eaf3a,sub_08748da9,cust_8a64d1e0,2024-11-01,3487,1266367.91,1779,1408523.77,2024-11-03
usage_b5a3b1ee,sub_08748da9,cust_8a64d1e0,2024-12-01,3834,474229.39,1779,1855804.25,2024-12-05
usage_2431aed1,sub_5d3d50c1,cust_485ee604,2024-03-01,201,47734.27,53,72917.7,2024-03-05
usage_f3aec053,sub_5d3d50c1,cust_485ee604,2024-04-01,128,45859.67,53,53797.76,2024-04-06
usage_a2748bec,sub_5d3d50c1,cust_485ee604,2024-05-01,178,52546.82,53,53173.38,2024-05-06
usage_d90dc0bc,sub_5d3d50c1,cust_485ee604,2024-06-01,207,51882.94,53,60122.82,2024-06-05
usage_197cd729,sub_5d3d50c1,cust_485ee604,2024-07-01,213,24855.27,53,62228.63,2024-07-02
usage_279f8577,sub_5d3d50c1,cust_485ee604,2024-08-01,65,17754.88,53,20358.81,2024-08-06
usage_a5906c6f,sub_5d3d50c1,cust_485ee604,2024-09-01,88,28298.33,53,14457.94,2024-09-04
usage_e5fb73fc,sub_5d3d50c1,cust_485ee604,2024-10-01,104,15049.45,53,15263.42,2024-10-04
usage_359107f9,sub_5d3d50c1,cust_485ee604,2024-11-01,117,24668.95,53,35558.92,2024-11-02
usage_24a67be8,sub_5d3d50c1,cust_485ee604,2024-12-01,167,69449.72,53,31619.55,2024-12-02
usage_94e388c6,sub_56abb372,cust_b0bb030f,2024-07-01,341,8526.47,113,165295.03,2024-07-06
usage_1df18759,sub_56abb372,cust_b0bb030f,2024-08-01,357,130904.05,113,41419.15,2024-08-02
usage_2bf7e603,sub_56abb372,cust_b0bb030f,2024-09-01,223,37086.95,113,51865.48,2024-09-03
usage_2dcee892,sub_56abb372,cust_b0bb030f,2024-10-01,283,139344.99,113,100471.8,2024-10-03
usage_9eb3c945,sub_56abb372,cust_b0bb030f,2024-11-01,348,9101.74,113,160153.44,2024-11-04
usage_f1a52bd0,sub_56abb372,cust_b0bb030f,2024-12-01,338,100024.11,113,94377.48,2024-12-06
usage_9b299330,sub_6bcc4401,cust_87e92ed4,2024-06-01,6,1267.1,5,1839.75,2024-06-05
usage_c4b2d19d,sub_6bcc4401,cust_87e92ed4,2024-07-01,11,5376.68,5,4351.08,2024-07-02
usage_2bc67984,sub_6bcc4401,cust_87e92ed4,2024-08-01,12,3406.46,5,2539.7,2024-08-02
usage_caf33734,sub_6bcc4401,cust_87e92ed4,2024-09-01,12,4132.76,5,2871.56,2024-09-04
usage_6f6757f8,sub_2211f5d8,cust_51470468,2024-04-01,25,3520.51,8,11869.7,2024-04-02
usage_13ddace9,sub_2211f5d8,cust_51470468,2024-05-01,22,5784.08,8,7422.64,2024-05-05
usage_ea892ad1,sub_2211f5d8,cust_51470468,2024-06-01,20,5132.69,8,6205.07,2024-06-06
usage_68c44d56,sub_2211f5d8,cust_51470468,2024-07-01,21,7575.66,8,8231.31,2024-07-02
usage_1d611eae,sub_2211f5d8,cust_51470468,2024-08-01,16,463.4,8,6589.61,2024-08-02
usage_50256b94,sub_2211f5d8,cust_51470468,2024-09-01,18,6848.77,8,4034.56,2024-09-02
usage_b7c200a4,sub_2211f5d8,cust_51470468,2024-10-01,32,4946.31,8,4552.32,2024-10-05
usage_adc65f3a,sub_2211f5d8,cust_51470468,2024-11-01,16,5591.95,8,7312.03,2024-11-04
usage_06dbb400,sub_2211f5d8,cust_51470468,2024-12-01,13,6197.83,8,6424.97,2024-12-06
usage_f95f89e7,sub_5243d412,cust_46b7562a,2024-05-01,2,531.38,1,405.69,2024-05-04
usage_a1373483,sub_5243d412,cust_46b7562a,2024-06-01,1,387.1,1,220.25,2024-06-05
usage_249b94eb,sub_5243d412,cust_46b7562a,2024-07-01,1,278.82,1,288.01,2024-07-02
usage_6afca847,sub_5243d412,cust_46b7562a,2024-08-01,3,768.06,1,859.44,2024-08-02
usage_bd4f2d02,sub_5243d412,cust_46b7562a,2024-09-01,1,236.99,1,118.8,2024-09-04
usage_3a04baa5,sub_5243d412,cust_46b7562a,2024-10-01,2,759.62,1,570.86,2024-10-03
usage_eef35891,sub_5243d412,cust_46b7562a,2024-11-01,1,217.34,1,312.04,2024-11-06
usage_0951ce1a,sub_5243d412,cust_46b7562a,2024-12-01,3,406.86,1,1273.54,2024-12-02
usage_910bb0a1,sub_1f21cd47,cust_66f50640,2024-01-01,1246,47289.5,392,522370.48,2024-01-03
usage_c3b59881,sub_1f21cd47,cust_66f50640,2024-02-01,709,168301.26,392,247959.32,2024-02-06
usage_e8569517,sub_1f21cd47,cust_66f50640,2024-03-01,1369,188853.11,392,597694.92,2024-03-03
usage_7d7b2ecd,sub_1f21cd47,cust_66f50640,2024-04-01,518,222214.66,392,76915.12,2024-04-03
usage_ac83315f,sub_1f21cd47,cust_66f50640,2024-05-01,527,203539.98,392,113497.32,2024-05-03
usage_3e7a78bd,sub_1f21cd47,cust_66f50640,2024-06-01,824,380638.68,392,309606.38,2024-06-04
usage_917b7195,sub_1f21cd47,cust_66f50640,2024-07-01,653,59661.38,392,161213.62,2024-07-02
usage_d0c63cdb,sub_1f21cd47,cust_66f50640,2024-08-01,1260,25919.76,392,262698.52,2024-08-05
usage_2dc934c1,sub_1f21cd47,cust_66f50640,2024-09-01,812,69615.15,392,369719.65,2024-09-05
usage_973053bb,sub_1f21cd47,cust_66f50640,2024-10-01,946,377486.49,392,390525.58,2024-10-04
usage_f1d868d5,sub_1f21cd47,cust_66f50640,2024-11-01,516,28272.0,392,185636.91,2024-11-03
usage_0057f585,sub_1f21cd47,cust_66f50640,2024-12-01,487,85182.63,392,69976.2,2024-12-02
usage_49dfbbdc,sub_1f4a26e0,cust_6173f89d,2024-09-01,567,255989.14,323,201869.62,2024-09-02
usage_11ccd4b2,sub_1f4a26e0,cust_6173f89d,2024-10-01,664,87279.37,323,173174.19,2024-10-06
usage_8a94f853,sub_1f4a26e0,cust_6173f89d,2024-11-01,630,117580.44,323,95405.89,2024-11-02
usage_8de5cd69,sub_1f4a26e0,cust_6173f89d,2024-12-01,986,89070.89,323,439601.87,2024-12-05
usage_92f941d8,sub_bbf9234f,cust_c9cb6fa8,2024-05-01,4370,1645955.1,1275,1075959.38,2024-05-03
usage_23a54532,sub_bbf9234f,cust_c9cb6fa8,2024-06-01,3497,576381.95,1275,943378.84,2024-06-02
usage_92f9a0f5,sub_bbf9234f,cust_c9cb6fa8,2024-07-01,3038,1050709.05,1275,1115645.31,2024-07-06
usage_1dba71a6,sub_bbf9234f,cust_c9cb6fa8,2024-08-01,3417,486464.6,1275,535333.28,2024-08-02
usage_09b556be,sub_bbf9234f,cust_c9cb6fa8,2024-09-01,3747,642350.85,1275,688929.69,2024-09-04
usage_3db64116,sub_bbf9234f,cust_c9cb6fa8,2024-10-01,2456,662344.41,1275,952767.52,2024-10-06
usage_a581b160,sub_bbf9234f,cust_c9cb6fa8,2024-11-01,2664,378710.62,1275,918590.72,2024-11-04
usage_ea92b240,sub_bbf9234f,cust_c9cb6fa8,2024-12-01,3536,367167.26,1275,629200.96,2024-12-06
usage_e5f75380,sub_5a94fa85,cust_811f080d,2024-01-01,343,61886.92,200,41978.19,2024-01-03
usage_d685c912,sub_5a94fa85,cust_811f080d,2024-02-01,772,245499.72,200,347676.42,2024-02-03
usage_431cb320,sub_5a94fa85,cust_811f080d,2024-03-01,340,8067.86,200,143597.64,2024-03-04
usage_91a0d68b,sub_5a94fa85,cust_811f080d,2024-04-01,260,87404.16,200,35155.11,2024-04-05
usage_625e2c73,sub_5a94fa85,cust_811f080d,2024-05-01,560,221926.69,200,240227.49,2024-05-03
usage_fd0dfee5,sub_5a94fa85,cust_811f080d,2024-06-01,351,124114.87,200,104224.63,2024-06-05
usage_e8813ea8,sub_5a94fa85,cust_811f080d,2024-07-01,416,59904.68,200,106582.25,2024-07-06
usage_5425623b,sub_5a94fa85,cust_811f080d,2024-08-01,311,46131.48,200,37676.99,2024-08-05
usage_a6930fa7,sub_5a94fa85,cust_811f080d,2024-09-01,254,111291.87,200,119271.13,2024-09-05
usage_8ed23463,sub_5a94fa85,cust_811f080d,2024-10-01,362,173954.83,200,133447.05,2024-10-04
usage_5098d57a,sub_5a94fa85,cust_811f080d,2024-11-01,721,182738.28,200,243320.99,2024-11-06
usage_5c8e9c4c,sub_5a94fa85,cust_811f080d,2024-12-01,438,66674.21,200,184741.8,2024-12-02
usage_fe263d03,sub_f385d6d5,cust_5d2223cf,2024-11-01,193,4023.71,97,84645.47,2024-11-02
usage_43c643d7,sub_f385d6d5,cust_5d2223cf,2024-12-01,268,35940.88,97,131616.19,2024-12-03
usage_fb8cb772,sub_bbe385b7,cust_05c57191,2024-10-01,1,380.28,1,124.18,2024-10-06
usage_2597efbc,sub_bbe385b7,cust_05c57191,2024-11-01,3,237.76,1,1058.68,2024-11-04
usage_8afa4d3f,sub_bbe385b7,cust_05c57191,2024-12-01,2,160.46,1,961.76,2024-12-04
usage_2bc6a33d,sub_77355348,cust_7d93bfaa,2024-04-01,1444,88134.39,427,419871.37,2024-04-03
usage_848f5226,sub_77355348,cust_7d93bfaa,2024-05-01,594,22463.97,427,90691.03,2024-05-02
usage_6de58196,sub_77355348,cust_7d93bfaa,2024-06-01,964,331032.55,427,363445.03,2024-06-06
usage_63cf8d57,sub_77355348,cust_7d93bfaa,2024-07-01,888,268858.41,427,420706.69,2024-07-04
usage_ef8fefe7,sub_77355348,cust_7d93bfaa,2024-08-01,1822,428835.57,427,599953.45,2024-08-03
usage_aece1389,sub_77355348,cust_7d93bfaa,2024-09-01,1002,54603.62,427,441346.26,2024-09-06
usage_ddaf46b5,sub_77355348,cust_7d93bfaa,2024-10-01,1465,535743.57,427,343468.25,2024-10-04
usage_724f277d,sub_77355348,cust_7d93bfaa,2024-11-01,1270,233208.4,427,443575.04,2024-11-05
usage_37b6ce54,sub_77355348,cust_7d93bfaa,2024-12-01,1510,143325.21,427,588982.48,2024-12-02
usage_2c19b954,sub_22cad31b,cust_32899952,2024-10-01,734,252287.88,257,326825.89,2024-10-03
usage_bed5eeb3,sub_22cad31b,cust_32899952,2024-11-01,434,52950.2,257,190961.13,2024-11-04
usage_be1e7a4f,sub_6315bb80,cust_595c2c78,2024-07-01,2,607.71,1,366.93,2024-07-03
usage_4d0a726c,sub_6315bb80,cust_595c2c78,2024-08-01,1,210.24,1,426.28,2024-08-02
usage_763c0a10,sub_6315bb80,cust_595c2c78,2024-09-01,2,59.63,1,782.72,2024-09-05
usage_1072fec4,sub_6315bb80,cust_595c2c78,2024-10-01,1,49.58,1,320.97,2024-10-03
usage_632e6e22,sub_6315bb80,cust_595c2c78,2024-11-01,3,1448.29,1,720.26,2024-11-03
usage_3619446a,sub_6315bb80,cust_595c2c78,2024-12-01,3,811.89,1,1023.72,2024-12-02
usage_32dbe033,sub_ebd12c50,cust_58103b24,2024-03-01,881,302001.3,352,207390.92,2024-03-04
usage_1d85a3b7,sub_ebd12c50,cust_58103b24,2024-04-01,709,189789.02,352,274572.2,2024-04-03
usage_adcca67f,sub_ebd12c50,cust_58103b24,2024-05-01,982,211915.11,352,287340.73,2024-05-04
usage_f69616a7,sub_ebd12c50,cust_58103b24,2024-06-01,612,101585.47,352,126070.72,2024-06-03
usage_c91906b8,sub_ebd12c50,cust_58103b24,2024-07-01,1408,329240.01,352,552729.52,2024-07-03
usage_16bfa925,sub_ebd12c50,cust_58103b24,2024-08-01,1013,117320.41,352,270767.04,2024-08-06
usage_6c621c47,sub_ebd12c50,cust_58103b24,2024-09-01,685,122552.78,352,79751.62,2024-09-03
usage_9cd1022a,sub_ebd12c50,cust_58103b24,2024-10-01,725,276028.72,352,92136.55,2024-10-03
usage_df7d04cd,sub_ebd12c50,cust_58103b24,2024-11-01,1233,588562.77,352,467015.11,2024-11-05
usage_51d0f622,sub_ebd12c50,cust_58103b24,2024-12-01,1246,493136.55,352,608671.34,2024-12-04
usage_0e7bd488,sub_2ce8e767,cust_c0a9e3e4,2024-09-01,2884,539262.37,1702,699627.99,2024-09-03
usage_43e0497b,sub_2ce8e767,cust_c0a9e3e4,2024-10-01,1774,175523.87,1702,574999.55,2024-10-06
usage_e56c5daf,sub_2ce8e767,cust_c0a9e3e4,2024-11-01,2898,344197.93,1702,1060975.97,2024-11-06
usage_61c3e781,sub_2ce8e767,cust_c0a9e3e4,2024-12-01,4320,1361324.56,1702,1885760.54,2024-12-05
usage_c172b3e2,sub_50d4266b,cust_14834ed5,2024-08-01,446,54229.27,167,219861.13,2024-08-06
usage_ef805f6a,sub_50d4266b,cust_14834ed5,2024-09-01,312,147821.48,167,148679.42,2024-09-04
usage_5a1a9553,sub_50d4266b,cust_14834ed5,2024-10-01,291,142463.53,167,47713.41,2024-10-05
usage_3c73fb7c,sub_50d4266b,cust_14834ed5,2024-11-01,594,182478.72,167,256478.85,2024-11-02
usage_01ccb461,sub_50d4266b,cust_14834ed5,2024-12-01,380,137153.05,167,38039.32,2024-12-02
usage_277cd318,sub_18d5e12a,cust_00319f44,2024-05-01,3334,949455.76,1815,1171241.73,2024-05-02
usage_cba81259,sub_18d5e12a,cust_00319f44,2024-06-01,7364,511112.6,1815,2457641.4,2024-06-04
usage_1ab96700,sub_18d5e12a,cust_00319f44,2024-07-01,3072,1529927.85,1815,1166962.23,2024-07-06
usage_d610f6b2,sub_18d5e12a,cust_00319f44,2024-08-01,2821,352463.73,1815,367165.84,2024-08-04
usage_b41da4ee,sub_18d5e12a,cust_00319f44,2024-09-01,6920,3099456.56,1815,2120549.24,2024-09-05
usage_2dbe91ab,sub_18d5e12a,cust_00319f44,2024-10-01,4711,879927.32,1815,1958946.62,2024-10-02
usage_b903cd38,sub_18d5e12a,cust_00319f44,2024-11-01,2456,1010239.15,1815,786704.27,2024-11-06
usage_fa0dbb0b,sub_18d5e12a,cust_00319f44,2024-12-01,2318,26616.12,1815,792764.09,2024-12-02
usage_50c31653,sub_4d52b4f2,cust_4d6daeae,2024-09-01,2254,1077016.13,1405,887395.42,2024-09-02
usage_e5449e56,sub_4d52b4f2,cust_4d6daeae,2024-10-01,5977,197652.64,1405,1824746.73,2024-10-06
usage_0bc3d502,sub_4d52b4f2,cust_4d6daeae,2024-11-01,3327,873937.78,1405,1372547.27,2024-11-04
usage_cbbd3354,sub_4d52b4f2,cust_4d6daeae,2024-12-01,2855,1356843.24,1405,291079.82,2024-12-04
usage_10ddca40,sub_9f382a6d,cust_c93e089d,2024-02-01,1,174.28,1,218.67,2024-02-05
usage_219b474b,sub_9f382a6d,cust_c93e089d,2024-03-01,1,212.03,1,216.51,2024-03-05
usage_92fc3d9c,sub_9f382a6d,cust_c93e089d,2024-04-01,1,220.33,1,235.65,2024-04-06
usage_f07c9ae7,sub_9f382a6d,cust_c93e089d,2024-05-01,2,696.0,1,231.49,2024-05-03
usage_b025aaca,sub_9f382a6d,cust_c93e089d,2024-06-01,2,668.89,1,930.64,2024-06-04
usage_d4769c70,sub_9f382a6d,cust_c93e089d,2024-07-01,2,497.25,1,508.85,2024-07-03
usage_7a465e3f,sub_9f382a6d,cust_c93e089d,2024-08-01,3,325.75,1,988.79,2024-08-04
usage_755139b4,sub_9f382a6d,cust_c93e089d,2024-09-01,1,461.51,1,385.94,2024-09-05
usage_a7f61e02,sub_9f382a6d,cust_c93e089d,2024-10-01,2,452.79,1,915.53,2024-10-06
usage_7ea23457,sub_9f382a6d,cust_c93e089d,2024-11-01,3,858.55,1,1182.93,2024-11-04
usage_cdf33ce9,sub_9f382a6d,cust_c93e089d,2024-12-01,2,628.18,1,966.19,2024-12-02
usage_75f8fd30,sub_f70abc44,cust_3c63b148,2024-07-01,1033,484732.88,717,292434.14,2024-07-03
usage_4c724335,sub_f70abc44,cust_3c63b148,2024-08-01,2161,118655.2,717,603004.8,2024-08-03
usage_ca5bcf1f,sub_f70abc44,cust_3c63b148,2024-09-01,1879,581482.06,717,426180.57,2024-09-05
usage_fe73331c,sub_f70abc44,cust_3c63b148,2024-10-01,1219,107823.9,717,402265.61,2024-10-02
usage_91f9b684,sub_f70abc44,cust_3c63b148,2024-11-01,1350,460534.16,717,457723.49,2024-11-03
usage_d0d872df,sub_f70abc44,cust_3c63b148,2024-12-01,2042,267410.97,717,969132.01,2024-12-06
usage_fa698f59,sub_0f877767,cust_a57b35c2,2024-01-01,347,53242.1,292,101667.23,2024-01-06
usage_492df216,sub_0f877767,cust_a57b35c2,2024-02-01,440,177268.24,292,191488.49,2024-02-04
usage_7f29416d,sub_0f877767,cust_a57b35c2,2024-03-01,644,317503.36,292,296223.27,2024-03-06
usage_34929acf,sub_0f877767,cust_a57b35c2,2024-04-01,324,157358.42,292,133155.47,2024-04-03
usage_5edd6cef,sub_0f877767,cust_a57b35c2,2024-05-01,1014,89158.35,292,487867.52,2024-05-04
usage_ab381447,sub_0f877767,cust_a57b35c2,2024-06-01,671,126457.25,292,306251.34,2024-06-03
usage_0c4338d4,sub_0f877767,cust_a57b35c2,2024-07-01,804,106202.26,292,89039.44,2024-07-04
usage_a9d05d4d,sub_0f877767,cust_a57b35c2,2024-08-01,660,192913.09,292,273945.32,2024-08-02
usage_c6d8cc20,sub_0f877767,cust_a57b35c2,2024-09-01,468,74607.61,292,110526.48,2024-09-05
usage_07e379d0,sub_0f877767,cust_a57b35c2,2024-10-01,426,116906.98,292,165965.7,2024-10-02
usage_8567aadb,sub_0f877767,cust_a57b35c2,2024-11-01,844,211541.54,292,265924.97,2024-11-05
usage_87324f9a,sub_0f877767,cust_a57b35c2,2024-12-01,574,273986.39,292,64477.68,2024-12-04
usage_6c98dcdd,sub_b052684c,cust_ffa6b53b,2024-11-01,1,130.49,1,354.75,2024-11-04
usage_67ac189f,sub_b052684c,cust_ffa6b53b,2024-12-01,2,525.27,1,546.95,2024-12-06
usage_29c6be95,sub_dbbff53d,cust_de21b9db,2024-03-01,67,20435.75,30,29724.29,2024-03-05
usage_d2dc0b7f,sub_dbbff53d,cust_de21b9db,2024-04-01,66,16776.15,30,7748.65,2024-04-02
usage_c42cc2dd,sub_dbbff53d,cust_de21b9db,2024-05-01,32,6236.49,30,13844.04,2024-05-03
usage_510e19b7,sub_dbbff53d,cust_de21b9db,2024-06-01,51,25321.72,30,21092.26,2024-06-06
usage_eeb1ecb8,sub_dbbff53d,cust_de21b9db,2024-07-01,50,12460.92,30,11177.44,2024-07-04
usage_762a1b08,sub_dbbff53d,cust_de21b9db,2024-08-01,51,2570.38,30,19955.46,2024-08-05
usage_9999af2e,sub_dbbff53d,cust_de21b9db,2024-09-01,65,15251.05,30,11347.92,2024-09-02
usage_2a2de67f,sub_dbbff53d,cust_de21b9db,2024-10-01,121,43179.78,30,50819.55,2024-10-02
usage_7df33d1e,sub_dbbff53d,cust_de21b9db,2024-11-01,74,14325.04,30,22247.16,2024-11-05
usage_6daa7fb2,sub_dbbff53d,cust_de21b9db,2024-12-01,35,13389.37,30,13642.06,2024-12-04
usage_0fb83e25,sub_f20a1ca6,cust_036c232c,2024-03-01,36,9284.16,34,16306.25,2024-03-02
usage_0cd0d6c0,sub_f20a1ca6,cust_036c232c,2024-04-01,68,20817.34,34,20415.5,2024-04-03
usage_c46a8e90,sub_f20a1ca6,cust_036c232c,2024-05-01,82,28385.46,34,13842.43,2024-05-03
usage_614e1587,sub_f20a1ca6,cust_036c232c,2024-06-01,58,16956.79,34,19377.36,2024-06-06
usage_7c0bc1af,sub_f20a1ca6,cust_036c232c,2024-07-01,132,11618.03,34,29781.48,2024-07-02
usage_56cf6eb0,sub_f20a1ca6,cust_036c232c,2024-08-01,46,3230.7,34,20445.45,2024-08-03
usage_4041157f,sub_f20a1ca6,cust_036c232c,2024-09-01,65,23530.23,34,31149.96,2024-09-04
usage_41af75b7,sub_f20a1ca6,cust_036c232c,2024-10-01,102,23679.9,34,42638.8,2024-10-02
usage_eda3ef2e,sub_f20a1ca6,cust_036c232c,2024-11-01,82,11504.61,34,32278.09,2024-11-05
usage_02182ed0,sub_f20a1ca6,cust_036c232c,2024-12-01,85,1144.31,34,19232.12,2024-12-06
usage_bb751c1e,sub_fdc2fd91,cust_be397f82,2024-07-01,2,102.83,1,278.98,2024-07-04
usage_f8348c2a,sub_fdc2fd91,cust_be397f82,2024-08-01,2,501.72,1,829.53,2024-08-05
usage_517cb623,sub_fdc2fd91,cust_be397f82,2024-09-01,2,384.99,1,579.07,2024-09-05
usage_ec5d649d,sub_fdc2fd91,cust_be397f82,2024-10-01,2,491.04,1,515.24,2024-10-06
usage_4193e1be,sub_fdc2fd91,cust_be397f82,2024-11-01,1,338.89,1,471.33,2024-11-03
usage_3fe61c8a,sub_fdc2fd91,cust_be397f82,2024-12-01,2,882.85,1,941.26,2024-12-02
usage_e58d2f92,sub_8a178017,cust_adf37d10,2024-02-01,1,290.88,1,314.91,2024-02-05
usage_9e1dc84d,sub_8a178017,cust_adf37d10,2024-03-01,2,511.25,1,996.85,2024-03-05
usage_5b44e027,sub_8a178017,cust_adf37d10,2024-04-01,2,158.91,1,203.96,2024-04-02
usage_99d0abaa,sub_8a178017,cust_adf37d10,2024-05-01,2,698.49,1,531.32,2024-05-06
usage_4157f00f,sub_8a178017,cust_adf37d10,2024-06-01,1,239.03,1,371.78,2024-06-06
usage_f6eba278,sub_8a178017,cust_adf37d10,2024-07-01,2,54.01,1,503.92,2024-07-05
usage_4b5cef67,sub_8a178017,cust_adf37d10,2024-08-01,1,480.45,1,180.87,2024-08-02
usage_c4a13fc7,sub_8a178017,cust_adf37d10,2024-09-01,2,105.97,1,397.74,2024-09-03
usage_f6d89e4c,sub_8a178017,cust_adf37d10,2024-10-01,1,499.91,1,428.3,2024-10-03
usage_6f1384a4,sub_8a178017,cust_adf37d10,2024-11-01,1,48.7,1,468.71,2024-11-06
usage_40493f49,sub_8a178017,cust_adf37d10,2024-12-01,1,183.28,1,300.71,2024-12-04
usage_c7d47ac8,sub_4ec629a0,cust_94bf8fb9,2024-08-01,282,54158.11,142,106768.53,2024-08-04
usage_8a3922a8,sub_4ec629a0,cust_94bf8fb9,2024-09-01,206,36743.27,142,43381.96,2024-09-05
usage_48cff075,sub_4ec629a0,cust_94bf8fb9,2024-10-01,465,83586.83,142,178097.11,2024-10-06
usage_bccb1d24,sub_4ec629a0,cust_94bf8fb9,2024-11-01,178,41296.48,142,58517.15,2024-11-06
usage_0ec64ede,sub_4ec629a0,cust_94bf8fb9,2024-12-01,235,84408.1,142,31865.27,2024-12-03
usage_d234e901,sub_0774cc09,cust_faa598f1,2024-11-01,12,5736.81,5,5586.56,2024-11-05
usage_051cd4dd,sub_0774cc09,cust_faa598f1,2024-12-01,14,6910.87,5,5924.16,2024-12-06
usage_a411b81f,sub_912bb46c,cust_4d3bd766,2024-09-01,83,29729.73,28,33019.05,2024-09-05
usage_934b7b13,sub_912bb46c,cust_4d3bd766,2024-10-01,56,18487.27,28,26284.69,2024-10-04
usage_f0c84788,sub_912bb46c,cust_4d3bd766,2024-11-01,88,2859.65,28,13117.87,2024-11-06
usage_6175f2ff,sub_912bb46c,cust_4d3bd766,2024-12-01,106,41309.01,28,49443.8,2024-12-05
usage_b3a692b4,sub_cd5bf04d,cust_d5a9ea0e,2024-07-01,1,467.79,1,222.61,2024-07-05
usage_d4a7e2a3,sub_cd5bf04d,cust_d5a9ea0e,2024-08-01,2,600.07,1,514.67,2024-08-06
usage_dc630dc8,sub_cd5bf04d,cust_d5a9ea0e,2024-09-01,1,431.4,1,434.6,2024-09-05
usage_d4284572,sub_cd5bf04d,cust_d5a9ea0e,2024-10-01,3,668.14,1,977.51,2024-10-06
usage_b073fdd1,sub_cd5bf04d,cust_d5a9ea0e,2024-11-01,2,816.4,1,203.14,2024-11-05
usage_631ff743,sub_cd5bf04d,cust_d5a9ea0e,2024-12-01,3,115.45,1,1243.95,2024-12-06
usage_470099ee,sub_d450d300,cust_5743c742,2024-09-01,15,5119.31,7,2263.24,2024-09-02
usage_56cc1497,sub_d450d300,cust_5743c742,2024-10-01,14,3255.79,7,1964.81,2024-10-03
usage_63adfd1a,sub_d450d300,cust_5743c742,2024-11-01,12,2268.14,7,1561.11,2024-11-02
usage_96f45d91,sub_d450d300,cust_5743c742,2024-12-01,23,8468.48,7,5820.76,2024-12-04
usage_15518cd5,sub_5e4c4f32,cust_d4ef8761,2024-04-01,1346,288535.95,386,233058.4,2024-04-02
usage_ec6c5aab,sub_5e4c4f32,cust_d4ef8761,2024-05-01,492,103288.91,386,173610.99,2024-05-03
usage_3dcea3c3,sub_2481098e,cust_e691937a,2024-03-01,13,2377.38,4,4014.0,2024-03-04
usage_a9e99a76,sub_2481098e,cust_e691937a,2024-04-01,5,364.16,4,981.16,2024-04-06
usage_496078cb,sub_2481098e,cust_e691937a,2024-05-01,4,500.63,4,1429.13,2024-05-04
usage_933f3438,sub_2481098e,cust_e691937a,2024-06-01,9,3427.12,4,3917.46,2024-06-02
usage_adda0b5c,sub_2481098e,cust_e691937a,2024-07-01,13,520.41,4,5897.56,2024-07-06
usage_c7f90a96,sub_2481098e,cust_e691937a,2024-08-01,8,1438.38,4,2361.15,2024-08-04
usage_4b399a5f,sub_2481098e,cust_e691937a,2024-09-01,6,1824.73,4,2370.0,2024-09-03
