payment_id,invoice_id,customer_id,amount,currency,payment_method,payment_date,stripe_charge_id,status,created_at
pay_1411b1fc,inv_e756f8e6,cust_3c63b148,4302.0,USD,wire_transfer,2024-11-25,ch_d733264b-f92d-41,succeeded,2024-11-25
pay_bf22c03f,inv_cda0c52d,cust_3c63b148,3226.5,USD,ach,2024-12-28,ch_986c5d9b-61fb-4e,succeeded,2024-12-28
pay_b574bfe0,inv_652f8141,cust_a57b35c2,4204.8,USD,ach,2024-01-27,ch_d30be46f-c50b-44,succeeded,2024-01-27
pay_c78c554c,inv_f2b13027,cust_a57b35c2,5256.0,USD,card,2024-02-27,ch_a0b0f9d8-9544-4b,succeeded,2024-02-27
pay_6ac2898e,inv_28aea00d,cust_a57b35c2,5256.0,USD,wire_transfer,2024-04-13,ch_151e872d-507d-41,succeeded,2024-04-13
pay_14fd703c,inv_a4d4f3b7,cust_a57b35c2,5256.0,USD,card,2024-06-01,ch_0f163cd4-09d8-48,succeeded,2024-06-01
pay_4d6865c8,inv_77d7f8ce,cust_a57b35c2,4204.8,USD,card,2024-07-08,ch_aac34857-9ab1-41,succeeded,2024-07-08
pay_77cfe0ce,inv_93960777,cust_a57b35c2,5256.0,USD,card,2024-08-06,ch_5d8da308-db46-47,succeeded,2024-08-06
pay_36e63419,inv_1330636a,cust_a57b35c2,5256.0,USD,ach,2024-09-14,ch_da6fc6c9-fa19-46,succeeded,2024-09-14
pay_33ae010d,inv_69248ddd,cust_a57b35c2,5256.0,USD,wire_transfer,2024-09-29,ch_98bfd1b2-ccd6-48,succeeded,2024-09-29
pay_867a8eb0,inv_fe18f888,cust_a57b35c2,5256.0,USD,wire_transfer,2024-11-10,ch_33db7da8-6824-4d,succeeded,2024-11-10
pay_4c177efa,inv_7cc5efff,cust_a57b35c2,5256.0,USD,card,2024-12-13,ch_478cce3d-9a7e-4e,succeeded,2024-12-13
pay_b0dd768c,inv_e8c15377,cust_a57b35c2,4730.4,USD,ach,2025-01-05,ch_68654993-1a23-46,succeeded,2025-01-05
pay_5b3ed157,inv_f7d5a4b8,cust_ffa6b53b,0.0,USD,wire_transfer,2024-12-04,ch_e7a44cdd-62eb-4f,succeeded,2024-12-04
pay_14afbc4e,inv_03f84e05,cust_de21b9db,14400.0,USD,ach,2024-03-23,ch_f1f84646-c451-47,succeeded,2024-03-23
pay_01efa63f,inv_79367aac,cust_036c232c,16320.0,USD,wire_transfer,2024-04-09,ch_40bc12fa-079c-41,succeeded,2024-04-09
pay_032f6944,inv_e81946ed,cust_be397f82,0.0,USD,card,2024-08-01,ch_47923b83-635e-41,succeeded,2024-08-01
pay_29b6d92d,inv_b906383e,cust_adf37d10,48.0,USD,ach,2024-02-15,ch_340ae1ab-6b94-41,succeeded,2024-02-15
pay_182b218d,inv_a34a95fa,cust_94bf8fb9,2556.0,USD,card,2024-08-15,ch_d1f6850a-6e75-4f,succeeded,2024-08-15
pay_189c0edd,inv_a4285ebc,cust_94bf8fb9,2556.0,USD,ach,2024-09-22,ch_66c8a28a-b467-40,succeeded,2024-09-22
pay_ceeb334d,inv_da3ae6d6,cust_94bf8fb9,2556.0,USD,card,2024-10-31,ch_46088a71-e19e-43,succeeded,2024-10-31
pay_0df21a05,inv_4befed44,cust_94bf8fb9,2556.0,USD,card,2024-11-13,ch_06c6baa9-7994-43,succeeded,2024-11-13
pay_c4bcbbc6,inv_4c612091,cust_94bf8fb9,2556.0,USD,card,2024-12-26,ch_0ec3c87b-3ad8-45,succeeded,2024-12-26
pay_3a32ccec,inv_fc2a7488,cust_faa598f1,27.0,USD,card,2024-12-09,ch_ab6f3719-7197-47,succeeded,2024-12-09
pay_24a1a6d9,inv_cb0f9a6d,cust_faa598f1,27.0,USD,wire_transfer,2025-01-03,ch_b829bdeb-e865-43,succeeded,2025-01-03
pay_55b9fa35,inv_e2f8b31a,cust_4d3bd766,168.0,USD,wire_transfer,2024-10-06,ch_a584a37d-2506-4f,succeeded,2024-10-06
pay_49f1848a,inv_da38579c,cust_4d3bd766,168.0,USD,ach,2024-10-23,ch_db23bdd5-a03e-4b,succeeded,2024-10-23
pay_ce08534f,inv_960b850e,cust_4d3bd766,168.0,USD,wire_transfer,2024-11-28,ch_21114b6c-1790-4c,succeeded,2024-11-28
pay_956896b9,inv_a39a1027,cust_4d3bd766,151.2,USD,ach,2025-01-02,ch_24a08ccf-cb01-40,succeeded,2025-01-02
pay_2ebc6a1c,inv_62329049,cust_d5a9ea0e,0.0,USD,ach,2024-07-24,ch_9f04cd1d-e38f-48,succeeded,2024-07-24
pay_aa62d8a5,inv_5bfbe0d7,cust_d5a9ea0e,0.0,USD,ach,2024-08-24,ch_f2a7b27a-1970-43,succeeded,2024-08-24
pay_f1bcc24d,inv_769266a9,cust_d5a9ea0e,0.0,USD,wire_transfer,2024-10-21,ch_6dc7bc8e-dac3-42,succeeded,2024-10-21
pay_7a2cfeef,inv_a291732a,cust_d5a9ea0e,0.0,USD,ach,2024-10-26,ch_bb12d2f2-2138-4f,succeeded,2024-10-26
pay_f574dca8,inv_9270455a,cust_d5a9ea0e,0.0,USD,ach,2024-11-23,ch_f63b77b3-8b70-4a,succeeded,2024-11-23
pay_9955b6cb,inv_76c6041f,cust_d5a9ea0e,0.0,USD,ach,2025-01-08,ch_f77064fc-8ba4-43,succeeded,2025-01-08
pay_c6c2e573,inv_8e900373,cust_5743c742,100.8,USD,wire_transfer,2024-10-10,ch_d8ede0f2-44b1-4e,succeeded,2024-10-10
pay_215771e1,inv_a3834ea2,cust_5743c742,113.4,USD,ach,2024-11-02,ch_6b5c738a-e7ae-45,succeeded,2024-11-02
pay_098c7a54,inv_4e162854,cust_5743c742,113.4,USD,card,2024-12-27,ch_933c1d56-10c4-42,succeeded,2024-12-27
pay_da766ca1,inv_92ccc66c,cust_5743c742,126.0,USD,wire_transfer,2025-01-15,ch_897d2587-77d0-45,succeeded,2025-01-15
pay_317fa5b1,inv_93b59afc,cust_d4ef8761,14822.4,USD,ach,2024-04-27,ch_0ca22b2c-13ac-44,succeeded,2024-04-27
pay_984b0bb1,inv_3f500eba,cust_d4ef8761,18528.0,USD,card,2024-05-18,ch_64b6492f-cfc2-47,succeeded,2024-05-18
pay_6fa841f6,inv_a91ab69c,cust_e691937a,24.0,USD,wire_transfer,2024-03-30,ch_6c731e4d-841a-43,succeeded,2024-03-30
pay_9ec77379,inv_6fc2050c,cust_e691937a,24.0,USD,ach,2024-05-10,ch_df4d2949-2cd4-41,succeeded,2024-05-10
pay_7c141e53,inv_5ea28f11,cust_e691937a,24.0,USD,wire_transfer,2024-06-23,ch_1a9e6cbb-88a1-44,succeeded,2024-06-23
pay_9513b147,inv_75b96b76,cust_e691937a,24.0,USD,ach,2024-06-30,ch_b00f6a2b-07ee-40,succeeded,2024-06-30
pay_af7d7cf5,inv_7f7b9c5f,cust_e691937a,21.6,USD,wire_transfer,2024-08-20,ch_1e023d0d-b3d8-4b,succeeded,2024-08-20
pay_47933739,inv_fec21088,cust_e691937a,24.0,USD,wire_transfer,2024-09-11,ch_eeb9a82e-a239-49,succeeded,2024-09-11
pay_e99f5271,inv_e73d1c1b,cust_e691937a,24.0,USD,wire_transfer,2024-10-08,ch_e97777fa-4674-4a,succeeded,2024-10-08
pay_7412b2d0,inv_6d1bfc46,cust_e691937a,19.2,USD,card,2024-11-20,ch_d386760d-4030-47,succeeded,2024-11-20
pay_fd908a45,inv_b3044634,cust_e691937a,24.0,USD,card,2024-12-03,ch_b2904ce6-34eb-4a,succeeded,2024-12-03
pay_77a958e6,inv_97e88881,cust_e691937a,24.0,USD,card,2024-12-31,ch_6f153830-162b-4d,succeeded,2024-12-31
pay_47638455,inv_71325a6d,cust_8ea4faec,1620.0,USD,wire_transfer,2024-10-09,ch_3f84758d-1374-42,succeeded,2024-10-09
pay_f3700483,inv_75f4c2da,cust_8ea4faec,1215.0,USD,wire_transfer,2024-11-26,ch_ca3b5c69-2cd8-4a,succeeded,2024-11-26
pay_f7bb8251,inv_ab517728,cust_8ea4faec,1620.0,USD,wire_transfer,2024-12-14,ch_cfbedf7f-4731-45,succeeded,2024-12-14
pay_915c0375,inv_43b2abb3,cust_e7a026d7,0.0,USD,card,2024-01-09,ch_5f025862-f5d2-41,succeeded,2024-01-09
pay_697be121,inv_cf671202,cust_bdf2b581,204.0,USD,wire_transfer,2024-07-28,ch_12834664-c1fb-4e,succeeded,2024-07-28
pay_4d5ea4d7,inv_b3a52d43,cust_bdf2b581,204.0,USD,ach,2024-09-05,ch_b3cd9451-bf8c-4e,succeeded,2024-09-05
pay_8040bf75,inv_17959fa3,cust_bdf2b581,204.0,USD,wire_transfer,2024-09-24,ch_755f636a-8999-4b,succeeded,2024-09-24
pay_3a8f94e8,inv_f3ae2fb8,cust_bdf2b581,163.2,USD,wire_transfer,2024-10-18,ch_811a1f3f-56af-4a,succeeded,2024-10-18
pay_74982e3d,inv_7e4b7866,cust_bdf2b581,163.2,USD,ach,2024-11-14,ch_e5933dd5-ab3a-46,succeeded,2024-11-14
pay_a6bfa440,inv_63b4a5d1,cust_bdf2b581,183.6,USD,wire_transfer,2024-12-20,ch_f874be86-8394-4a,succeeded,2024-12-20
pay_ad2a99a6,inv_19413960,cust_fcf2c25f,7380.0,USD,wire_transfer,2024-12-14,ch_1ad7694f-aa03-40,succeeded,2024-12-14
pay_12ad3524,inv_a7de8116,cust_16efeecd,18072.0,USD,ach,2024-07-11,ch_ed0f5165-6ced-4f,succeeded,2024-07-11
pay_1c44b225,inv_810e26b3,cust_16efeecd,18072.0,USD,card,2024-08-29,ch_0cd0c0f0-70eb-40,succeeded,2024-08-29
pay_229220b7,inv_a80b281e,cust_16efeecd,18072.0,USD,wire_transfer,2024-08-30,ch_3655358e-4dca-41,succeeded,2024-08-30
pay_7c454b44,inv_b7c80e41,cust_16efeecd,18072.0,USD,ach,2024-10-14,ch_0fb79087-1fef-46,succeeded,2024-10-14
pay_be33d45d,inv_b0c50ccc,cust_16efeecd,18072.0,USD,card,2024-11-19,ch_1140c1af-afd2-4b,succeeded,2024-11-19
pay_89d4580d,inv_10b70b21,cust_16efeecd,18072.0,USD,card,2024-12-09,ch_c08d0033-f4ec-4a,succeeded,2024-12-09
pay_2db07529,inv_d19f2bcd,cust_aa2f79bc,0.0,USD,wire_transfer,2024-06-15,ch_8f0c5f10-1248-45,succeeded,2024-06-15
pay_743ff8e6,inv_8683253d,cust_aa2f79bc,0.0,USD,card,2024-06-24,ch_bf2e4da1-9a7a-44,succeeded,2024-06-24
pay_ac1db25b,inv_adff7e65,cust_aa2f79bc,0.0,USD,card,2024-08-06,ch_1b77ff9e-6dae-48,succeeded,2024-08-06
pay_540a0ebd,inv_6973dc72,cust_aa2f79bc,0.0,USD,ach,2024-08-21,ch_ac668f30-09e6-4d,succeeded,2024-08-21
pay_5a79d3cf,inv_4cfb9906,cust_aa2f79bc,0.0,USD,card,2024-09-20,ch_b1efd9f3-3e61-44,succeeded,2024-09-20
pay_230f0575,inv_ca72f24a,cust_aa2f79bc,0.0,USD,wire_transfer,2024-11-14,ch_1a4627b7-05e5-4c,succeeded,2024-11-14
pay_fedbb3a7,inv_74fba633,cust_aa2f79bc,0.0,USD,wire_transfer,2024-12-12,ch_8b15b37d-72c8-47,succeeded,2024-12-12
pay_4757ceef,inv_2b82ca7b,cust_a89c6db0,0.0,USD,ach,2024-11-12,ch_0dcfe832-adc2-4e,succeeded,2024-11-12
pay_a79d5b4a,inv_44b89af0,cust_31b2cad4,6.0,USD,wire_transfer,2024-11-20,ch_6f84bef0-0b4f-4c,succeeded,2024-11-20
pay_ce52bc6d,inv_18ef4129,cust_31b2cad4,6.0,USD,wire_transfer,2024-12-18,ch_83a5fa04-db2a-45,succeeded,2024-12-18
pay_6e54ece2,inv_9521f099,cust_1b23529d,63936.0,USD,ach,2024-04-14,ch_41786c12-30fe-46,succeeded,2024-04-14
pay_466681a8,inv_16a398c0,cust_3fbc4e6f,75330.0,USD,wire_transfer,2024-02-15,ch_6201d7bc-57f1-4b,succeeded,2024-02-15
pay_c68bedea,inv_faeb178c,cust_fa7bd712,0.0,USD,wire_transfer,2024-02-18,ch_871298a7-6902-4c,succeeded,2024-02-18
pay_e02e7e07,inv_22fd2105,cust_fa7bd712,0.0,USD,ach,2024-04-19,ch_dfeaabd9-d2e0-4f,succeeded,2024-04-19
pay_54a79c20,inv_5096d23b,cust_fa7bd712,0.0,USD,card,2024-05-20,ch_a1454900-41ec-43,succeeded,2024-05-20
pay_240138e3,inv_435a33df,cust_fa7bd712,0.0,USD,ach,2024-06-26,ch_e0bcaebb-bb67-45,succeeded,2024-06-26
pay_cfec0a39,inv_231c7f42,cust_fa7bd712,0.0,USD,ach,2024-06-29,ch_7a1cb1fc-79bf-42,succeeded,2024-06-29
pay_735335e5,inv_86f3824a,cust_fa7bd712,0.0,USD,ach,2024-08-03,ch_63158e3c-e088-44,succeeded,2024-08-03
pay_6eedd1db,inv_252a94ba,cust_fa7bd712,0.0,USD,ach,2024-09-07,ch_5d216173-0a31-4c,succeeded,2024-09-07
pay_4aadc48a,inv_deda5dae,cust_fa7bd712,0.0,USD,wire_transfer,2024-10-10,ch_1d7993d0-31f7-4e,succeeded,2024-10-10
pay_53239ab5,inv_70d5bd3a,cust_fa7bd712,0.0,USD,card,2024-11-09,ch_a98cef37-4e2c-4e,succeeded,2024-11-09
pay_65dc4a48,inv_f5a72463,cust_fa7bd712,0.0,USD,card,2024-12-03,ch_87bf1fac-ca38-4f,succeeded,2024-12-03
pay_1d060b01,inv_3194ed19,cust_fa7bd712,0.0,USD,ach,2025-01-20,ch_c5818c6c-942e-45,succeeded,2025-01-20
pay_8df82060,inv_8cf1880b,cust_cb09cd55,1998.0,USD,card,2024-04-29,ch_e87ece39-c06c-4d,succeeded,2024-04-29
pay_b3f6597b,inv_d87741b8,cust_cb09cd55,1998.0,USD,wire_transfer,2024-07-16,ch_186c9fff-55e3-41,succeeded,2024-07-16
pay_8c47a026,inv_2f9dbca6,cust_cb09cd55,1498.5,USD,card,2024-08-19,ch_b603c046-1a9c-4c,succeeded,2024-08-19
pay_96f4b16a,inv_acdd474d,cust_cb09cd55,1798.2,USD,ach,2024-09-23,ch_9287ea0b-5d62-42,succeeded,2024-09-23
pay_d3a99bc5,inv_75f20f02,cust_cb09cd55,1998.0,USD,ach,2024-11-13,ch_d9fca827-51e4-4b,succeeded,2024-11-13
pay_cb98ac5b,inv_131d14b9,cust_cb09cd55,1998.0,USD,card,2024-12-15,ch_7e9ba45a-ab97-40,succeeded,2024-12-15
pay_7bcbbcd6,inv_28a16b2f,cust_cb09cd55,1998.0,USD,wire_transfer,2025-01-20,ch_1ac0614b-b6fd-4e,succeeded,2025-01-20
pay_71d9eda1,inv_4c1b5600,cust_4b7a0ef2,60.0,USD,card,2024-03-25,ch_b3edd080-0df5-45,succeeded,2024-03-25
pay_83a12d0e,inv_a69bc13a,cust_70d58585,32400.0,USD,wire_transfer,2024-10-11,ch_ea1e12a6-6a86-4a,succeeded,2024-10-11
pay_369f61d7,inv_7417e022,cust_2e711458,1872.0,USD,wire_transfer,2024-06-27,ch_ab5e3042-7433-4b,succeeded,2024-06-27
pay_8d866a03,inv_61379277,cust_2e711458,1684.8,USD,wire_transfer,2024-07-25,ch_3f8ca010-e616-4e,succeeded,2024-07-25
pay_2dd9e349,inv_e9e14390,cust_2e711458,1872.0,USD,card,2024-08-26,ch_a174375c-fe39-48,succeeded,2024-08-26
pay_fb52940c,inv_136a9879,cust_2e711458,1684.8,USD,ach,2024-09-20,ch_872a694e-5335-4d,succeeded,2024-09-20
pay_a0d967f1,inv_6f07c0e2,cust_2e711458,1872.0,USD,card,2024-10-21,ch_1b9febcb-ae83-4b,succeeded,2024-10-21
pay_ae02cfe7,inv_ef4116f7,cust_2e711458,1497.6,USD,wire_transfer,2024-11-17,ch_a2dbaedd-c858-4d,succeeded,2024-11-17
pay_5aef52c5,inv_903d8263,cust_2e711458,1872.0,USD,card,2025-01-05,ch_7625bbbe-649a-46,succeeded,2025-01-05
pay_e2910e5b,inv_cf523bdb,cust_ccbbf819,60.0,USD,ach,2024-04-01,ch_6faea702-6b76-43,succeeded,2024-04-01
pay_4bcf9196,inv_d623a83f,cust_d1e3b566,0.0,USD,wire_transfer,2024-09-28,ch_9748cb3d-b37a-4a,succeeded,2024-09-28
pay_d4ebc3a9,inv_6cfefd16,cust_923c893c,255060.0,USD,wire_transfer,2024-08-06,ch_4a658236-6edd-4b,succeeded,2024-08-06
pay_91fa8b71,inv_2bb2d993,cust_44e5def4,107040.0,USD,card,2024-09-02,ch_edf75ace-db3a-4a,succeeded,2024-09-02
pay_90b94e36,inv_5d5ae1be,cust_8ecc7191,25902.0,USD,ach,2024-03-09,ch_c554f991-d9fd-46,succeeded,2024-03-09
pay_a6fe6ce0,inv_be97013c,cust_8ecc7191,20721.6,USD,card,2024-04-08,ch_92f76f9e-770e-44,succeeded,2024-04-08
pay_707880e5,inv_f30ae4e2,cust_8ecc7191,20721.6,USD,ach,2024-04-15,ch_bc7c40f2-8206-41,succeeded,2024-04-15
pay_51dc6e08,inv_5064c31e,cust_8ecc7191,23311.8,USD,ach,2024-05-11,ch_78fb9778-96cb-4c,succeeded,2024-05-11
pay_d25e8430,inv_d5738ae5,cust_8ecc7191,20721.6,USD,ach,2024-06-22,ch_79edd2f2-c0ab-44,succeeded,2024-06-22
pay_50ace5fd,inv_f059c132,cust_8ecc7191,19426.5,USD,wire_transfer,2024-07-22,ch_868e5be9-ad8e-4a,succeeded,2024-07-22
pay_0f982a7d,inv_ad3b6ac8,cust_8ecc7191,25902.0,USD,ach,2024-09-04,ch_a15832f7-eb17-45,succeeded,2024-09-04
pay_94be5dca,inv_6990d6c5,cust_8ecc7191,25902.0,USD,ach,2024-09-26,ch_7ce25995-98dc-46,succeeded,2024-09-26
pay_ab2a5552,inv_974167f7,cust_8ecc7191,20721.6,USD,wire_transfer,2024-10-08,ch_968f88f1-45db-41,succeeded,2024-10-08
pay_aebc9c2d,inv_a5a38942,cust_8ecc7191,25902.0,USD,wire_transfer,2024-11-17,ch_742e4531-1913-4c,succeeded,2024-11-17
pay_80d1ae08,inv_0a23634f,cust_8ecc7191,25902.0,USD,wire_transfer,2024-12-12,ch_9f9d470b-3442-48,succeeded,2024-12-12
pay_1d7387d5,inv_ce9d8d3d,cust_3e58c247,18672.0,USD,card,2024-06-04,ch_a16a579e-4d52-4d,succeeded,2024-06-04
pay_fab54148,inv_ef180751,cust_3e58c247,18672.0,USD,ach,2024-07-02,ch_87b76ae9-08c1-48,succeeded,2024-07-02
pay_29cd623e,inv_81e7aef0,cust_3e58c247,14937.6,USD,card,2024-08-09,ch_841bc855-75ca-42,succeeded,2024-08-09
pay_6d71bb68,inv_5a4c0479,cust_3e58c247,18672.0,USD,card,2024-10-02,ch_9622fb7f-e105-40,succeeded,2024-10-02
pay_66ef48a0,inv_9f582777,cust_3e58c247,18672.0,USD,card,2024-11-02,ch_7c5b0083-5bb1-47,succeeded,2024-11-02
pay_3b3e58a8,inv_dae4152a,cust_3e58c247,14937.6,USD,ach,2024-11-29,ch_c174aab0-bd57-4a,succeeded,2024-11-29
pay_4948c7b7,inv_b5252f79,cust_21e963da,4374.0,USD,wire_transfer,2024-11-13,ch_4c495435-e608-47,succeeded,2024-11-13
pay_b6c978d8,inv_946fc770,cust_21e963da,4374.0,USD,card,2024-12-07,ch_cc51d574-7ec3-4a,succeeded,2024-12-07
pay_fc37ab08,inv_1036ff1f,cust_c32f811b,14760.0,USD,card,2024-06-15,ch_c863d0b3-ac14-44,succeeded,2024-06-15
pay_d3e46946,inv_64af9d66,cust_cb09cd55,1231.2,USD,wire_transfer,2024-06-08,ch_de5df076-dc14-43,succeeded,2024-06-08
pay_5e1a128f,inv_9dfcbf63,cust_cb09cd55,1368.0,USD,ach,2024-06-26,ch_b4090803-01e1-45,succeeded,2024-06-26
pay_3db38a36,inv_e91086c3,cust_cb09cd55,1368.0,USD,card,2024-07-24,ch_3b398c5c-bfba-4c,succeeded,2024-07-24
pay_9190fdf8,inv_3811e5c9,cust_cb09cd55,1368.0,USD,ach,2024-09-01,ch_973c947f-7d49-40,succeeded,2024-09-01
pay_c85a5a8f,inv_b753ad7a,cust_cb09cd55,1368.0,USD,wire_transfer,2024-09-19,ch_382993b6-babb-48,succeeded,2024-09-19
pay_75f92b87,inv_be7d57dc,cust_cb09cd55,1368.0,USD,wire_transfer,2024-10-24,ch_f2d6c25d-650c-4b,succeeded,2024-10-24
pay_d5fd7a39,inv_6f1ef4cd,cust_cb09cd55,1231.2,USD,wire_transfer,2024-11-26,ch_32cbacc6-6cee-49,succeeded,2024-11-26
pay_47cac3f4,inv_de690a8f,cust_cb09cd55,1231.2,USD,card,2025-01-05,ch_f1e6d20b-cb1c-41,succeeded,2025-01-05
pay_91b921bb,inv_1f921dfd,cust_4d910c96,289980.0,USD,card,2024-08-16,ch_4a41c8a4-8eea-47,succeeded,2024-08-16
pay_61956f1f,inv_4f88e443,cust_a2189bad,60.0,USD,card,2024-07-14,ch_488d21ff-ef66-4e,succeeded,2024-07-14
pay_f46e3552,inv_3182bd3c,cust_aa829280,211680.0,USD,card,2024-06-12,ch_40002699-6a75-42,succeeded,2024-06-12
pay_b3386f46,inv_439bfd12,cust_66f312b9,0.0,USD,ach,2024-08-30,ch_6632b351-cf06-41,succeeded,2024-08-30
pay_72914d9f,inv_da6df2e2,cust_66f312b9,0.0,USD,wire_transfer,2024-09-04,ch_4dc7c6b2-29c5-48,succeeded,2024-09-04
pay_9d692e39,inv_932382e0,cust_66f312b9,0.0,USD,wire_transfer,2024-10-11,ch_9f45a381-918e-48,succeeded,2024-10-11
pay_aeffd687,inv_11d01e8e,cust_66f312b9,0.0,USD,card,2024-11-19,ch_dd11e59e-eca7-44,succeeded,2024-11-19
pay_9f556d91,inv_0a4247b8,cust_cb5ef3fe,4.8,USD,card,2024-07-03,ch_dbecdbed-7fb5-4d,succeeded,2024-07-03
pay_ebeedd67,inv_452f9b55,cust_cb5ef3fe,6.0,USD,wire_transfer,2024-08-03,ch_7cf0cdc4-d988-42,succeeded,2024-08-03
pay_ac2dad01,inv_2575c5c2,cust_cb5ef3fe,6.0,USD,ach,2024-08-31,ch_281c16b4-489c-47,succeeded,2024-08-31
pay_f9b87e05,inv_d777afe9,cust_cb5ef3fe,6.0,USD,ach,2024-09-09,ch_ff78a828-0473-49,succeeded,2024-09-09
pay_c9186eea,inv_9aebab51,cust_cb5ef3fe,6.0,USD,ach,2024-10-08,ch_541271fb-d3ce-48,succeeded,2024-10-08
pay_e4c46800,inv_051a21be,cust_cb5ef3fe,6.0,USD,wire_transfer,2024-11-22,ch_7b18080b-24b5-47,succeeded,2024-11-22
pay_49c2d99e,inv_cc9bb5cc,cust_cb5ef3fe,6.0,USD,wire_transfer,2024-12-17,ch_4045d784-80bf-45,succeeded,2024-12-17
pay_8f8aee3a,inv_e76198a2,cust_1cd92b29,2238.0,USD,wire_transfer,2024-12-15,ch_67d78f85-50e3-4d,succeeded,2024-12-15
pay_4090eb0c,inv_196445f8,cust_1cd92b29,2238.0,USD,wire_transfer,2025-01-06,ch_8646c353-d8d6-47,succeeded,2025-01-06
pay_c65744e2,inv_1b2a13d2,cust_0c860e00,0.0,USD,ach,2024-05-25,ch_34dc2793-45fd-45,succeeded,2024-05-25
pay_783b40ff,inv_075c93de,cust_0c860e00,0.0,USD,card,2024-06-28,ch_e85c6e4a-7eb5-4e,succeeded,2024-06-28
pay_39262ced,inv_0ef6b807,cust_0c860e00,0.0,USD,wire_transfer,2024-07-21,ch_d0e2bd2a-e29c-44,succeeded,2024-07-21
pay_552ba1a8,inv_b92b7496,cust_0c860e00,0.0,USD,wire_transfer,2024-08-17,ch_32307e94-1276-44,succeeded,2024-08-17
pay_8004f320,inv_4b665453,cust_0c860e00,0.0,USD,ach,2024-09-12,ch_44c56314-e78c-4f,succeeded,2024-09-12
pay_6af9f7cf,inv_5f18261b,cust_0c860e00,0.0,USD,ach,2024-10-03,ch_e0b08f88-53f3-4a,succeeded,2024-10-03
pay_214a42a5,inv_c34e9b78,cust_0c860e00,0.0,USD,ach,2024-11-15,ch_5b2d91ad-1174-46,succeeded,2024-11-15
pay_0b7c1d95,inv_494281ca,cust_0c860e00,0.0,USD,wire_transfer,2024-12-31,ch_c997324c-4c4a-41,succeeded,2024-12-31
pay_18208f8c,inv_1c6c6bde,cust_0c860e00,0.0,USD,ach,2025-01-13,ch_af28ca6f-3461-45,succeeded,2025-01-13
pay_e6c14256,inv_e453840b,cust_8ba70002,414.0,USD,wire_transfer,2024-04-28,ch_0795964f-30fa-4c,succeeded,2024-04-28
pay_fdfdb5bf,inv_b2d8f2b7,cust_8ba70002,414.0,USD,ach,2024-05-18,ch_d5278003-4bb7-42,succeeded,2024-05-18
pay_a2274ea6,inv_461cfab9,cust_8ba70002,414.0,USD,card,2024-06-17,ch_24c86c8c-31d9-4e,succeeded,2024-06-17
pay_debf5632,inv_d379881f,cust_8ba70002,414.0,USD,wire_transfer,2024-07-13,ch_ae9902e2-ebd5-48,succeeded,2024-07-13
pay_9ce5c84f,inv_455bf632,cust_8ba70002,310.5,USD,ach,2024-08-29,ch_3ff4b1f1-57e8-45,succeeded,2024-08-29
pay_c4653258,inv_67cac806,cust_8ba70002,414.0,USD,ach,2024-09-05,ch_58681c3e-dc44-43,succeeded,2024-09-05
pay_f7a2bcde,inv_011b8330,cust_8ba70002,414.0,USD,ach,2024-10-18,ch_9ec50b6d-d8fa-42,succeeded,2024-10-18
pay_d3dd7cfe,inv_4c2d1a45,cust_8ba70002,414.0,USD,ach,2024-11-10,ch_24fc7827-f639-46,succeeded,2024-11-10
pay_5b83ca29,inv_0fca568c,cust_8ba70002,414.0,USD,ach,2024-12-26,ch_acf22147-9ea0-49,succeeded,2024-12-26
pay_23ce28d9,inv_60676d0d,cust_8ba70002,372.6,USD,card,2025-01-09,ch_3f67a87f-3a3f-4b,succeeded,2025-01-09
pay_5affd6e7,inv_e09be5b6,cust_ab11219a,25380.0,USD,wire_transfer,2024-08-28,ch_03faddd0-8de6-44,succeeded,2024-08-28
pay_141facd3,inv_503ef64c,cust_29d31d9c,1680.0,USD,wire_transfer,2024-06-17,ch_eff7d539-18b8-45,succeeded,2024-06-17
pay_7af97432,inv_dfa98e93,cust_29d31d9c,1680.0,USD,card,2024-06-27,ch_15cb9c30-b5d3-49,succeeded,2024-06-27
pay_945d1b00,inv_e6e61178,cust_29d31d9c,1680.0,USD,wire_transfer,2024-07-30,ch_33af2414-df74-41,succeeded,2024-07-30
pay_cf34ff63,inv_f96caef4,cust_29d31d9c,1344.0,USD,wire_transfer,2024-09-17,ch_d7d0834a-4c90-4e,succeeded,2024-09-17
pay_b7f7de4c,inv_e4500bd3,cust_29d31d9c,1680.0,USD,wire_transfer,2024-09-25,ch_f7033686-7435-4d,succeeded,2024-09-25
pay_f42df69b,inv_e8bbfcb7,cust_29d31d9c,1680.0,USD,wire_transfer,2024-11-07,ch_9edb4be4-8ae7-4f,succeeded,2024-11-07
pay_83c65c55,inv_3c67ca38,cust_29d31d9c,1680.0,USD,card,2024-12-05,ch_76e0bc11-e3eb-46,succeeded,2024-12-05
pay_3d00f82c,inv_53fd4128,cust_29d31d9c,1680.0,USD,ach,2024-12-26,ch_8aa45e28-30c4-45,succeeded,2024-12-26
pay_c7ee3a08,inv_28a76190,cust_4d3bd766,60.0,USD,wire_transfer,2024-10-23,ch_dfb384a7-3470-4b,succeeded,2024-10-23
pay_f61a4ac2,inv_84398c55,cust_4d3bd766,60.0,USD,card,2024-12-15,ch_fbbe9a02-1246-47,succeeded,2024-12-15
