invoice_id,subscription_id,customer_id,invoice_date,due_date,paid_date,amount,discount_amount,final_amount,status,billing_period_start,billing_period_end,created_at
inv_69ac0cf4,sub_699fd214,cust_eee9f32f,2024-08-04,2024-09-03,2024-08-18,23724,0.0,23724.0,paid,2024-08-04,2024-09-02,2024-08-04
inv_0e1f49df,sub_699fd214,cust_eee9f32f,2024-09-03,2024-10-03,2024-09-08,23724,4744.8,18979.2,paid,2024-09-03,2024-10-02,2024-09-03
inv_01fca5b3,sub_699fd214,cust_eee9f32f,2024-10-03,2024-11-02,2024-10-06,23724,2372.4,21351.6,paid,2024-10-03,2024-11-01,2024-10-03
inv_b06aa7e3,sub_699fd214,cust_eee9f32f,2024-11-02,2024-12-02,2024-11-12,23724,0.0,23724.0,paid,2024-11-02,2024-12-01,2024-11-02
inv_0b2e56e4,sub_699fd214,cust_eee9f32f,2024-12-02,2025-01-01,2024-12-22,23724,0.0,23724.0,paid,2024-12-02,2024-12-31,2024-12-02
inv_ee10fa47,sub_6a8c8d99,cust_b2751f47,2024-09-15,2024-10-15,2024-09-29,7560,1890.0,5670.0,paid,2024-09-15,2025-09-14,2024-09-15
inv_cb29f0ef,sub_9299641b,cust_b6069265,2024-07-02,2024-08-01,2024-07-08,13500,0.0,13500.0,paid,2024-07-02,2025-07-01,2024-07-02
inv_efd27859,sub_df95060c,cust_c036642d,2024-09-21,2024-10-21,2024-09-29,10152,1015.2,9136.8,paid,2024-09-21,2024-10-20,2024-09-21
inv_3fb0b4a6,sub_df95060c,cust_c036642d,2024-10-21,2024-11-20,2024-11-04,10152,0.0,10152.0,paid,2024-10-21,2024-11-19,2024-10-21
inv_0f59dc78,sub_df95060c,cust_c036642d,2024-11-20,2024-12-20,2024-12-17,10152,0.0,10152.0,paid,2024-11-20,2024-12-19,2024-11-20
inv_9d983513,sub_df95060c,cust_c036642d,2024-12-20,2025-01-19,2024-12-29,10152,0.0,10152.0,paid,2024-12-20,2025-01-18,2024-12-20
inv_3e35e4cc,sub_0ac48d08,cust_a831d5d4,2024-05-05,2024-06-04,2024-05-29,1980,0.0,1980.0,paid,2024-05-05,2025-05-04,2024-05-05
inv_8ef63013,sub_548f6f3c,cust_ba6889c5,2024-09-01,2024-10-01,2024-09-06,594,59.400000000000006,534.6,paid,2024-09-01,2024-09-30,2024-09-01
inv_ece44a70,sub_548f6f3c,cust_ba6889c5,2024-10-01,2024-10-31,2024-10-10,594,0.0,594.0,paid,2024-10-01,2024-10-30,2024-10-01
inv_442e10eb,sub_548f6f3c,cust_ba6889c5,2024-10-31,2024-11-30,2024-11-04,594,59.400000000000006,534.6,paid,2024-10-31,2024-11-29,2024-10-31
inv_3a9d16b7,sub_548f6f3c,cust_ba6889c5,2024-11-30,2024-12-30,2024-12-25,594,0.0,594.0,paid,2024-11-30,2024-12-29,2024-11-30
inv_4395c447,sub_548f6f3c,cust_ba6889c5,2024-12-30,2025-01-29,2025-01-21,594,0.0,594.0,paid,2024-12-30,2025-01-28,2024-12-30
inv_be47a318,sub_99daada6,cust_66f83847,2024-10-16,2024-11-15,2024-11-03,36,0.0,36.0,paid,2024-10-16,2024-11-14,2024-10-16
inv_988af443,sub_99daada6,cust_66f83847,2024-11-15,2024-12-15,2024-11-18,36,3.6,32.4,paid,2024-11-15,2024-12-14,2024-11-15
inv_071e8923,sub_99daada6,cust_66f83847,2024-12-15,2025-01-14,2025-01-08,36,7.2,28.8,paid,2024-12-15,2025-01-13,2024-12-15
inv_2df9a92c,sub_d68cb476,cust_db4350eb,2024-07-21,2024-08-20,2024-07-23,19920,0.0,19920.0,paid,2024-07-21,2024-08-19,2024-07-21
inv_380b20c3,sub_d68cb476,cust_db4350eb,2024-08-20,2024-09-19,2024-08-24,19920,0.0,19920.0,paid,2024-08-20,2024-09-18,2024-08-20
inv_22cc72d4,sub_d68cb476,cust_db4350eb,2024-09-19,2024-10-19,2024-09-25,19920,0.0,19920.0,paid,2024-09-19,2024-10-18,2024-09-19
inv_35fc6193,sub_d68cb476,cust_db4350eb,2024-10-19,2024-11-18,2024-11-14,19920,3984.0,15936.0,paid,2024-10-19,2024-11-17,2024-10-19
inv_0e792c0a,sub_d68cb476,cust_db4350eb,2024-11-18,2024-12-18,2024-12-05,19920,0.0,19920.0,paid,2024-11-18,2024-12-17,2024-11-18
inv_348f4d49,sub_d68cb476,cust_db4350eb,2024-12-18,2025-01-17,,19920,0.0,19920.0,overdue,2024-12-18,2025-01-16,2024-12-18
inv_feab5646,sub_d3d06e01,cust_47c3fd0d,2024-04-08,2024-05-08,2024-04-20,0,0.0,0.0,paid,2024-04-08,2024-05-07,2024-04-08
inv_0d4aaca8,sub_d3d06e01,cust_47c3fd0d,2024-05-08,2024-06-07,2024-05-24,0,0.0,0.0,paid,2024-05-08,2024-06-06,2024-05-08
inv_d7b33bac,sub_d3d06e01,cust_47c3fd0d,2024-06-07,2024-07-07,,0,0.0,0.0,overdue,2024-06-07,2024-07-06,2024-06-07
inv_b3b381f8,sub_d3d06e01,cust_47c3fd0d,2024-07-07,2024-08-06,2024-08-04,0,0.0,0.0,paid,2024-07-07,2024-08-05,2024-07-07
inv_06003e7c,sub_d3d06e01,cust_47c3fd0d,2024-08-06,2024-09-05,2024-08-30,0,0.0,0.0,paid,2024-08-06,2024-09-04,2024-08-06
inv_1636c0ff,sub_d3d06e01,cust_47c3fd0d,2024-09-05,2024-10-05,2024-09-22,0,0.0,0.0,paid,2024-09-05,2024-10-04,2024-09-05
inv_a06fb617,sub_d3d06e01,cust_47c3fd0d,2024-10-05,2024-11-04,2024-10-14,0,0.0,0.0,paid,2024-10-05,2024-11-03,2024-10-05
inv_d302c6fc,sub_d3d06e01,cust_47c3fd0d,2024-11-04,2024-12-04,2024-11-08,0,0.0,0.0,paid,2024-11-04,2024-12-03,2024-11-04
inv_dd17f01f,sub_d3d06e01,cust_47c3fd0d,2024-12-04,2025-01-03,2024-12-23,0,0.0,0.0,paid,2024-12-04,2025-01-02,2024-12-04
inv_d5d0efae,sub_d0191a67,cust_e5313f1a,2024-09-04,2024-10-04,2024-09-26,1836,0.0,1836.0,paid,2024-09-04,2024-10-03,2024-09-04
inv_128c1e32,sub_d0191a67,cust_e5313f1a,2024-10-04,2024-11-03,,1836,0.0,1836.0,overdue,2024-10-04,2024-11-02,2024-10-04
inv_91b6cfc4,sub_d0191a67,cust_e5313f1a,2024-11-03,2024-12-03,2024-11-23,1836,183.60000000000002,1652.4,paid,2024-11-03,2024-12-02,2024-11-03
inv_96e19350,sub_d0191a67,cust_e5313f1a,2024-12-03,2025-01-02,2024-12-20,1836,183.60000000000002,1652.4,paid,2024-12-03,2025-01-01,2024-12-03
inv_7e5a5fc9,sub_2c2a9a83,cust_c000b770,2024-03-18,2024-04-17,2024-03-20,6,1.2000000000000002,4.8,paid,2024-03-18,2024-04-16,2024-03-18
inv_861aadad,sub_2c2a9a83,cust_c000b770,2024-04-17,2024-05-17,2024-05-13,6,0.0,6.0,paid,2024-04-17,2024-05-16,2024-04-17
inv_876a1f18,sub_2c2a9a83,cust_c000b770,2024-05-17,2024-06-16,2024-05-21,6,0.0,6.0,paid,2024-05-17,2024-06-15,2024-05-17
inv_50b11e53,sub_2c2a9a83,cust_c000b770,2024-06-16,2024-07-16,2024-06-28,6,0.0,6.0,paid,2024-06-16,2024-07-15,2024-06-16
inv_db25a4eb,sub_2c2a9a83,cust_c000b770,2024-07-16,2024-08-15,2024-08-05,6,0.0,6.0,paid,2024-07-16,2024-08-14,2024-07-16
inv_fbd1103e,sub_2c2a9a83,cust_c000b770,2024-08-15,2024-09-14,2024-09-08,6,0.0,6.0,paid,2024-08-15,2024-09-13,2024-08-15
inv_16cb7db7,sub_2c2a9a83,cust_c000b770,2024-09-14,2024-10-14,2024-09-29,6,0.0,6.0,paid,2024-09-14,2024-10-13,2024-09-14
inv_c8080e11,sub_2c2a9a83,cust_c000b770,2024-10-14,2024-11-13,2024-10-31,6,1.2000000000000002,4.8,paid,2024-10-14,2024-11-12,2024-10-14
inv_67dac95b,sub_2c2a9a83,cust_c000b770,2024-11-13,2024-12-13,2024-12-09,6,0.0,6.0,paid,2024-11-13,2024-12-12,2024-11-13
inv_be74f2ea,sub_2c2a9a83,cust_c000b770,2024-12-13,2025-01-12,2025-01-04,6,0.0,6.0,paid,2024-12-13,2025-01-11,2024-12-13
inv_4092811a,sub_811c6660,cust_17250ffc,2024-01-21,2024-02-20,2024-01-27,71400,14280.0,57120.0,paid,2024-01-21,2025-01-19,2024-01-21
inv_ec5b6c9a,sub_038cfe45,cust_9430fdc9,2024-09-15,2024-10-15,2024-09-19,6,0.0,6.0,paid,2024-09-15,2024-10-14,2024-09-15
inv_725ab459,sub_038cfe45,cust_9430fdc9,2024-10-15,2024-11-14,2024-10-16,6,0.0,6.0,paid,2024-10-15,2024-11-13,2024-10-15
inv_8bc9958c,sub_39835308,cust_712aff0f,2024-04-01,2024-05-01,2024-04-10,1278,127.80000000000001,1150.2,paid,2024-04-01,2024-04-30,2024-04-01
inv_15bba4c4,sub_39835308,cust_712aff0f,2024-05-01,2024-05-31,2024-05-13,1278,0.0,1278.0,paid,2024-05-01,2024-05-30,2024-05-01
inv_fdc29288,sub_39835308,cust_712aff0f,2024-05-31,2024-06-30,2024-06-15,1278,319.5,958.5,paid,2024-05-31,2024-06-29,2024-05-31
inv_c888f528,sub_39835308,cust_712aff0f,2024-06-30,2024-07-30,2024-07-23,1278,127.80000000000001,1150.2,paid,2024-06-30,2024-07-29,2024-06-30
inv_dcc13df7,sub_39835308,cust_712aff0f,2024-07-30,2024-08-29,2024-08-25,1278,319.5,958.5,paid,2024-07-30,2024-08-28,2024-07-30
inv_472dab42,sub_39835308,cust_712aff0f,2024-08-29,2024-09-28,2024-09-26,1278,0.0,1278.0,paid,2024-08-29,2024-09-27,2024-08-29
inv_5cf56732,sub_39835308,cust_712aff0f,2024-09-28,2024-10-28,2024-10-11,1278,0.0,1278.0,paid,2024-09-28,2024-10-27,2024-09-28
inv_6c7cbaf3,sub_39835308,cust_712aff0f,2024-10-28,2024-11-27,2024-11-03,1278,127.80000000000001,1150.2,paid,2024-10-28,2024-11-26,2024-10-28
inv_522003fa,sub_39835308,cust_712aff0f,2024-11-27,2024-12-27,2024-12-08,1278,127.80000000000001,1150.2,paid,2024-11-27,2024-12-26,2024-11-27
inv_7384ddcb,sub_39835308,cust_712aff0f,2024-12-27,2025-01-26,2025-01-22,1278,0.0,1278.0,paid,2024-12-27,2025-01-25,2024-12-27
inv_761638c8,sub_3c8b5494,cust_c4dc8396,2024-06-17,2024-07-17,2024-07-14,132660,13266.0,119394.0,paid,2024-06-17,2025-06-16,2024-06-17
inv_c3e13f12,sub_3fafcdf4,cust_0c860e00,2024-03-05,2024-04-04,2024-03-08,60,0.0,60.0,paid,2024-03-05,2025-03-04,2024-03-05
inv_75ebaa39,sub_43f42b7c,cust_fc7d8d3d,2024-02-16,2024-03-17,2024-03-03,4500,0.0,4500.0,paid,2024-02-16,2024-03-16,2024-02-16
inv_ecd0596b,sub_43f42b7c,cust_fc7d8d3d,2024-03-17,2024-04-16,2024-03-24,4500,0.0,4500.0,paid,2024-03-17,2024-04-15,2024-03-17
inv_0d5b6f59,sub_43f42b7c,cust_fc7d8d3d,2024-04-16,2024-05-16,2024-04-28,4500,0.0,4500.0,paid,2024-04-16,2024-05-15,2024-04-16
inv_fb2049af,sub_43f42b7c,cust_fc7d8d3d,2024-05-16,2024-06-15,2024-05-28,4500,0.0,4500.0,paid,2024-05-16,2024-06-14,2024-05-16
inv_38851da2,sub_43f42b7c,cust_fc7d8d3d,2024-06-15,2024-07-15,,4500,450.0,4050.0,overdue,2024-06-15,2024-07-14,2024-06-15
inv_b9ad2b2a,sub_43f42b7c,cust_fc7d8d3d,2024-07-15,2024-08-14,2024-08-03,4500,0.0,4500.0,paid,2024-07-15,2024-08-13,2024-07-15
inv_b814a7a4,sub_43f42b7c,cust_fc7d8d3d,2024-08-14,2024-09-13,2024-09-04,4500,0.0,4500.0,paid,2024-08-14,2024-09-12,2024-08-14
inv_bffd7e92,sub_ad945f38,cust_da5aa49e,2024-04-04,2024-05-04,2024-04-22,84240,0.0,84240.0,paid,2024-04-04,2025-04-03,2024-04-04
inv_3e96e375,sub_1cefb160,cust_433d0953,2024-01-17,2024-02-16,2024-01-20,13824,0.0,13824.0,paid,2024-01-17,2024-02-15,2024-01-17
inv_5711ef5b,sub_1cefb160,cust_433d0953,2024-02-16,2024-03-17,2024-03-07,13824,0.0,13824.0,paid,2024-02-16,2024-03-16,2024-02-16
inv_4eebc116,sub_1cefb160,cust_433d0953,2024-03-17,2024-04-16,2024-04-14,13824,2764.8,11059.2,paid,2024-03-17,2024-04-15,2024-03-17
inv_a07e39d2,sub_1cefb160,cust_433d0953,2024-04-16,2024-05-16,2024-05-04,13824,0.0,13824.0,paid,2024-04-16,2024-05-15,2024-04-16
inv_fa9e4390,sub_1cefb160,cust_433d0953,2024-05-16,2024-06-15,2024-05-29,13824,0.0,13824.0,paid,2024-05-16,2024-06-14,2024-05-16
inv_522e9932,sub_1cefb160,cust_433d0953,2024-06-15,2024-07-15,,13824,0.0,13824.0,overdue,2024-06-15,2024-07-14,2024-06-15
inv_17cd6633,sub_1cefb160,cust_433d0953,2024-07-15,2024-08-14,2024-07-25,13824,1382.4,12441.6,paid,2024-07-15,2024-08-13,2024-07-15
inv_0a83e0a9,sub_1cefb160,cust_433d0953,2024-08-14,2024-09-13,,13824,0.0,13824.0,overdue,2024-08-14,2024-09-12,2024-08-14
inv_223e7736,sub_1cefb160,cust_433d0953,2024-09-13,2024-10-13,2024-10-10,13824,0.0,13824.0,paid,2024-09-13,2024-10-12,2024-09-13
inv_51f44342,sub_1cefb160,cust_433d0953,2024-10-13,2024-11-12,2024-11-04,13824,0.0,13824.0,paid,2024-10-13,2024-11-11,2024-10-13
inv_f636e971,sub_1cefb160,cust_433d0953,2024-11-12,2024-12-12,2024-11-20,13824,3456.0,10368.0,paid,2024-11-12,2024-12-11,2024-11-12
inv_f24f7f21,sub_1cefb160,cust_433d0953,2024-12-12,2025-01-11,,13824,1382.4,12441.6,overdue,2024-12-12,2025-01-10,2024-12-12
inv_c0675add,sub_5497e747,cust_874214d3,2024-10-31,2024-11-30,2024-11-21,342,0.0,342.0,paid,2024-10-31,2024-11-29,2024-10-31
inv_8d6b0db4,sub_5497e747,cust_874214d3,2024-11-30,2024-12-30,2024-12-10,342,34.2,307.8,paid,2024-11-30,2024-12-29,2024-11-30
inv_3295d5b5,sub_5497e747,cust_874214d3,2024-12-30,2025-01-29,2025-01-19,342,0.0,342.0,paid,2024-12-30,2025-01-28,2024-12-30
inv_e2c47fda,sub_d2a12150,cust_036c232c,2024-09-24,2024-10-24,2024-10-12,1140,0.0,1140.0,paid,2024-09-24,2025-09-23,2024-09-24
inv_0e7cc2e3,sub_fd248ae3,cust_2ba1b3c5,2024-05-24,2024-06-23,2024-06-07,1092,0.0,1092.0,paid,2024-05-24,2024-06-22,2024-05-24
inv_115c5ce7,sub_fd248ae3,cust_2ba1b3c5,2024-06-23,2024-07-23,2024-07-06,1092,0.0,1092.0,paid,2024-06-23,2024-07-22,2024-06-23
inv_23886f9d,sub_fd248ae3,cust_2ba1b3c5,2024-07-23,2024-08-22,2024-08-05,1092,0.0,1092.0,paid,2024-07-23,2024-08-21,2024-07-23
inv_0f4cb57f,sub_fd248ae3,cust_2ba1b3c5,2024-08-22,2024-09-21,2024-09-03,1092,109.2,982.8,paid,2024-08-22,2024-09-20,2024-08-22
inv_6ad0c871,sub_fd248ae3,cust_2ba1b3c5,2024-09-21,2024-10-21,2024-10-03,1092,109.2,982.8,paid,2024-09-21,2024-10-20,2024-09-21
inv_8599049e,sub_fd248ae3,cust_2ba1b3c5,2024-10-21,2024-11-20,2024-10-29,1092,0.0,1092.0,paid,2024-10-21,2024-11-19,2024-10-21
inv_ca41c5c4,sub_fd248ae3,cust_2ba1b3c5,2024-11-20,2024-12-20,2024-12-13,1092,0.0,1092.0,paid,2024-11-20,2024-12-19,2024-11-20
inv_28603737,sub_fd248ae3,cust_2ba1b3c5,2024-12-20,2025-01-19,2025-01-12,1092,0.0,1092.0,paid,2024-12-20,2025-01-18,2024-12-20
inv_eebba21e,sub_6d35881d,cust_837b1049,2024-04-06,2024-05-06,2024-04-11,13140,0.0,13140.0,paid,2024-04-06,2025-04-05,2024-04-06
inv_9db682a5,sub_c7be3708,cust_a3bddddf,2024-07-13,2024-08-12,2024-07-30,480,0.0,480.0,paid,2024-07-13,2025-07-12,2024-07-13
inv_0552833a,sub_f13e0b60,cust_ba2a808c,2024-08-28,2024-09-27,2024-09-01,2880,288.0,2592.0,paid,2024-08-28,2025-08-27,2024-08-28
inv_73bd9a02,sub_4ae10be0,cust_9f45db00,2024-10-21,2024-11-20,2024-11-14,846,84.60000000000001,761.4,paid,2024-10-21,2024-11-19,2024-10-21
inv_9e98d392,sub_4ae10be0,cust_9f45db00,2024-11-20,2024-12-20,2024-12-08,846,0.0,846.0,paid,2024-11-20,2024-12-19,2024-11-20
inv_87093c61,sub_4ae10be0,cust_9f45db00,2024-12-20,2025-01-19,2024-12-29,846,84.60000000000001,761.4,paid,2024-12-20,2025-01-18,2024-12-20
inv_ba21af86,sub_9f1cc102,cust_8e0604f2,2024-01-24,2024-02-23,2024-02-13,12240,0.0,12240.0,paid,2024-01-24,2024-02-22,2024-01-24
inv_1a264c43,sub_9f1cc102,cust_8e0604f2,2024-02-23,2024-03-24,2024-02-26,12240,0.0,12240.0,paid,2024-02-23,2024-03-23,2024-02-23
inv_b29f02f9,sub_9f1cc102,cust_8e0604f2,2024-03-24,2024-04-23,2024-04-11,12240,3060.0,9180.0,paid,2024-03-24,2024-04-22,2024-03-24
inv_a9015720,sub_9f1cc102,cust_8e0604f2,2024-04-23,2024-05-23,2024-05-22,12240,0.0,12240.0,paid,2024-04-23,2024-05-22,2024-04-23
inv_df572e29,sub_9f1cc102,cust_8e0604f2,2024-05-23,2024-06-22,2024-05-28,12240,0.0,12240.0,paid,2024-05-23,2024-06-21,2024-05-23
inv_f8337be3,sub_9f1cc102,cust_8e0604f2,2024-06-22,2024-07-22,2024-07-16,12240,0.0,12240.0,paid,2024-06-22,2024-07-21,2024-06-22
inv_0d843404,sub_9f1cc102,cust_8e0604f2,2024-07-22,2024-08-21,2024-08-20,12240,0.0,12240.0,paid,2024-07-22,2024-08-20,2024-07-22
inv_1574b0ce,sub_9f1cc102,cust_8e0604f2,2024-08-21,2024-09-20,2024-09-06,12240,1224.0,11016.0,paid,2024-08-21,2024-09-19,2024-08-21
inv_deff15fa,sub_9f1cc102,cust_8e0604f2,2024-09-20,2024-10-20,2024-09-25,12240,0.0,12240.0,paid,2024-09-20,2024-10-19,2024-09-20
inv_553b670f,sub_9f1cc102,cust_8e0604f2,2024-10-20,2024-11-19,2024-11-04,12240,3060.0,9180.0,paid,2024-10-20,2024-11-18,2024-10-20
inv_6977c381,sub_9f1cc102,cust_8e0604f2,2024-11-19,2024-12-19,2024-11-29,12240,0.0,12240.0,paid,2024-11-19,2024-12-18,2024-11-19
inv_2a710b7e,sub_9f1cc102,cust_8e0604f2,2024-12-19,2025-01-18,2025-01-17,12240,0.0,12240.0,paid,2024-12-19,2025-01-17,2024-12-19
inv_86765f53,sub_21edcb3e,cust_46c0e874,2024-05-18,2024-06-17,2024-06-12,120,0.0,120.0,paid,2024-05-18,2024-06-16,2024-05-18
inv_a79c3523,sub_21edcb3e,cust_46c0e874,2024-06-17,2024-07-17,2024-06-28,120,0.0,120.0,paid,2024-06-17,2024-07-16,2024-06-17
inv_7230ae8d,sub_21edcb3e,cust_46c0e874,2024-07-17,2024-08-16,,120,24.0,96.0,overdue,2024-07-17,2024-08-15,2024-07-17
inv_29ab4b0e,sub_21edcb3e,cust_46c0e874,2024-08-16,2024-09-15,2024-09-04,120,0.0,120.0,paid,2024-08-16,2024-09-14,2024-08-16
inv_72909bb2,sub_21edcb3e,cust_46c0e874,2024-09-15,2024-10-15,,120,0.0,120.0,overdue,2024-09-15,2024-10-14,2024-09-15
inv_04bae05e,sub_21edcb3e,cust_46c0e874,2024-10-15,2024-11-14,2024-11-08,120,0.0,120.0,paid,2024-10-15,2024-11-13,2024-10-15
inv_d1d24192,sub_21edcb3e,cust_46c0e874,2024-11-14,2024-12-14,2024-12-04,120,0.0,120.0,paid,2024-11-14,2024-12-13,2024-11-14
inv_2da265ea,sub_21edcb3e,cust_46c0e874,2024-12-14,2025-01-13,,120,12.0,108.0,overdue,2024-12-14,2025-01-12,2024-12-14
inv_cb91c427,sub_5b68e116,cust_dfdecb33,2024-09-29,2024-10-29,2024-10-29,58920,5892.0,53028.0,paid,2024-09-29,2025-09-28,2024-09-29
inv_88c39159,sub_e814fffa,cust_2fb69f5a,2024-11-03,2024-12-03,2024-11-06,60,0.0,60.0,paid,2024-11-03,2025-11-02,2024-11-03
inv_33753e63,sub_0be38aac,cust_bb6a104f,2024-02-18,2024-03-19,2024-03-12,60,0.0,60.0,paid,2024-02-18,2025-02-16,2024-02-18
inv_2a1ce170,sub_1d31e13b,cust_8e0604f2,2024-03-31,2024-04-30,2024-04-14,12336,2467.2000000000003,9868.8,paid,2024-03-31,2024-04-29,2024-03-31
inv_78801023,sub_1d31e13b,cust_8e0604f2,2024-04-30,2024-05-30,2024-05-28,12336,0.0,12336.0,paid,2024-04-30,2024-05-29,2024-04-30
inv_83682866,sub_1d31e13b,cust_8e0604f2,2024-05-30,2024-06-29,2024-06-11,12336,0.0,12336.0,paid,2024-05-30,2024-06-28,2024-05-30
inv_458d779e,sub_1d31e13b,cust_8e0604f2,2024-06-29,2024-07-29,2024-07-08,12336,0.0,12336.0,paid,2024-06-29,2024-07-28,2024-06-29
inv_93f53d85,sub_1d31e13b,cust_8e0604f2,2024-07-29,2024-08-28,2024-08-11,12336,0.0,12336.0,paid,2024-07-29,2024-08-27,2024-07-29
inv_c07d55ee,sub_1d31e13b,cust_8e0604f2,2024-08-28,2024-09-27,2024-09-18,12336,0.0,12336.0,paid,2024-08-28,2024-09-26,2024-08-28
inv_9b0f6c95,sub_14af1e56,cust_429ce2b7,2024-11-02,2024-12-02,2024-11-27,85392,0.0,85392.0,paid,2024-11-02,2024-12-01,2024-11-02
inv_16ab341b,sub_14af1e56,cust_429ce2b7,2024-12-02,2025-01-01,2024-12-31,85392,0.0,85392.0,paid,2024-12-02,2024-12-31,2024-12-02
inv_b890ed8c,sub_ae51ec3b,cust_3415c7f3,2024-11-08,2024-12-08,,60,0.0,60.0,overdue,2024-11-08,2025-11-07,2024-11-08
inv_14825d37,sub_2b386b96,cust_1b0bae38,2024-10-11,2024-11-10,2024-10-17,13488,0.0,13488.0,paid,2024-10-11,2024-11-09,2024-10-11
inv_8ebf749f,sub_2b386b96,cust_1b0bae38,2024-11-10,2024-12-10,,13488,0.0,13488.0,overdue,2024-11-10,2024-12-09,2024-11-10
inv_eb1f778a,sub_2b386b96,cust_1b0bae38,2024-12-10,2025-01-09,2024-12-20,13488,0.0,13488.0,paid,2024-12-10,2025-01-08,2024-12-10
inv_3179ceb5,sub_ff2e1b95,cust_bc3cc796,2024-01-09,2024-02-08,2024-01-28,27900,0.0,27900.0,paid,2024-01-09,2025-01-07,2024-01-09
inv_ed9f3d17,sub_25f67fe2,cust_d912cfac,2024-05-26,2024-06-25,2024-06-01,60,0.0,60.0,paid,2024-05-26,2025-05-25,2024-05-26
inv_034847dc,sub_776128db,cust_e15dfc45,2024-10-08,2024-11-07,2024-10-14,2880,0.0,2880.0,paid,2024-10-08,2025-10-07,2024-10-08
inv_9d145f75,sub_b317c614,cust_a53865b4,2024-04-07,2024-05-07,,36,0.0,36.0,overdue,2024-04-07,2024-05-06,2024-04-07
inv_1895d913,sub_b317c614,cust_a53865b4,2024-05-07,2024-06-06,2024-05-12,36,0.0,36.0,paid,2024-05-07,2024-06-05,2024-05-07
inv_3671d236,sub_7965f4da,cust_e5bab377,2024-10-01,2024-10-31,2024-10-30,11184,0.0,11184.0,paid,2024-10-01,2024-10-30,2024-10-01
inv_66388297,sub_7965f4da,cust_e5bab377,2024-10-31,2024-11-30,2024-11-25,11184,0.0,11184.0,paid,2024-10-31,2024-11-29,2024-10-31
inv_090b4e67,sub_7965f4da,cust_e5bab377,2024-11-30,2024-12-30,2024-12-27,11184,0.0,11184.0,paid,2024-11-30,2024-12-29,2024-11-30
inv_e9b12c2a,sub_7965f4da,cust_e5bab377,2024-12-30,2025-01-29,2025-01-29,11184,0.0,11184.0,paid,2024-12-30,2025-01-28,2024-12-30
inv_e95f2347,sub_be2ae72e,cust_4a21aa73,2024-08-05,2024-09-04,,720,0.0,720.0,overdue,2024-08-05,2024-09-03,2024-08-05
inv_d089d0d6,sub_be2ae72e,cust_4a21aa73,2024-09-04,2024-10-04,2024-09-14,720,144.0,576.0,paid,2024-09-04,2024-10-03,2024-09-04
inv_4d0ef635,sub_be2ae72e,cust_4a21aa73,2024-10-04,2024-11-03,2024-10-26,720,144.0,576.0,paid,2024-10-04,2024-11-02,2024-10-04
inv_d350f42a,sub_be2ae72e,cust_4a21aa73,2024-11-03,2024-12-03,2024-12-02,720,0.0,720.0,paid,2024-11-03,2024-12-02,2024-11-03
inv_15a0496d,sub_be2ae72e,cust_4a21aa73,2024-12-03,2025-01-02,2024-12-08,720,0.0,720.0,paid,2024-12-03,2025-01-01,2024-12-03
inv_339cab02,sub_0addcc8d,cust_f888ee25,2024-07-29,2024-08-28,2024-08-13,660,165.0,495.0,paid,2024-07-29,2025-07-28,2024-07-29
inv_516a3c6b,sub_20c96c06,cust_bb6a104f,2024-07-09,2024-08-08,2024-07-22,60,12.0,48.0,paid,2024-07-09,2025-07-08,2024-07-09
inv_27c49d9f,sub_1febb150,cust_42db7626,2024-08-08,2024-09-07,2024-08-30,60,6.0,54.0,paid,2024-08-08,2025-08-07,2024-08-08
inv_b7d38517,sub_23bd86f4,cust_63631bda,2024-07-30,2024-08-29,2024-08-11,0,0.0,0.0,paid,2024-07-30,2024-08-28,2024-07-30
inv_a070b928,sub_23bd86f4,cust_63631bda,2024-08-29,2024-09-28,,0,0.0,0.0,overdue,2024-08-29,2024-09-27,2024-08-29
inv_9a083d96,sub_23bd86f4,cust_63631bda,2024-09-28,2024-10-28,2024-09-30,0,0.0,0.0,paid,2024-09-28,2024-10-27,2024-09-28
inv_f86ee45a,sub_23bd86f4,cust_63631bda,2024-10-28,2024-11-27,2024-11-27,0,0.0,0.0,paid,2024-10-28,2024-11-26,2024-10-28
inv_c6ab4552,sub_23bd86f4,cust_63631bda,2024-11-27,2024-12-27,2024-12-19,0,0.0,0.0,paid,2024-11-27,2024-12-26,2024-11-27
inv_553a2557,sub_23bd86f4,cust_63631bda,2024-12-27,2025-01-26,2024-12-31,0,0.0,0.0,paid,2024-12-27,2025-01-25,2024-12-27
inv_13bb6ad4,sub_685e9cee,cust_7e3ea170,2024-05-05,2024-06-04,2024-05-26,26400,2640.0,23760.0,paid,2024-05-05,2025-05-04,2024-05-05
inv_9afbd38b,sub_1e1846d0,cust_c8204f35,2024-11-18,2024-12-18,2024-12-07,6120,0.0,6120.0,paid,2024-11-18,2025-11-17,2024-11-18
inv_7cab051c,sub_08748da9,cust_8a64d1e0,2024-11-30,2024-12-30,2024-12-25,32022,3202.2000000000003,28819.8,paid,2024-11-30,2024-12-29,2024-11-30
inv_36815e13,sub_08748da9,cust_8a64d1e0,2024-12-30,2025-01-29,2025-01-10,32022,0.0,32022.0,paid,2024-12-30,2025-01-28,2024-12-30
inv_2fc506ad,sub_5d3d50c1,cust_485ee604,2024-03-03,2024-04-02,2024-03-13,3180,0.0,3180.0,paid,2024-03-03,2025-03-02,2024-03-03
