subscription_id,customer_id,plan_id,billing_cycle,user_count,start_date,end_date,status,created_at,updated_at
sub_6bcc4401,cust_87e92ed4,team,annual,5,2024-06-23,2024-09-18,churned,2024-06-23,2024-11-29
sub_2211f5d8,cust_51470468,team,monthly,8,2024-04-12,,active,2024-04-12,2024-11-08
sub_5243d412,cust_46b7562a,premium,annual,1,2024-05-22,,active,2024-05-22,2024-11-14
sub_1f21cd47,cust_66f50640,business,monthly,392,2024-01-01,,active,2024-01-01,2024-10-28
sub_1f4a26e0,cust_6173f89d,business,annual,323,2024-09-04,,active,2024-09-04,2024-12-11
sub_bbf9234f,cust_c9cb6fa8,business,annual,1275,2024-05-27,,active,2024-05-27,2024-08-07
sub_5a94fa85,cust_811f080d,business,annual,200,2024-01-08,,active,2024-01-08,2024-09-04
sub_f385d6d5,cust_5d2223cf,business,monthly,97,2024-11-28,,active,2024-11-28,2024-12-15
sub_bbe385b7,cust_05c57191,personal,annual,1,2024-10-28,,active,2024-10-28,2024-12-27
sub_77355348,cust_7d93bfaa,business,monthly,427,2024-04-02,,active,2024-04-02,2024-08-04
sub_22cad31b,cust_32899952,business,annual,257,2024-10-07,2024-11-12,churned,2024-10-07,2024-12-09
sub_6315bb80,cust_595c2c78,personal,annual,1,2024-07-28,,active,2024-07-28,2024-10-11
sub_ebd12c50,cust_58103b24,enterprise,monthly,352,2024-03-14,,active,2024-03-14,2024-10-03
sub_2ce8e767,cust_c0a9e3e4,business,annual,1702,2024-09-22,2024-12-09,churned,2024-09-22,2024-10-21
sub_50d4266b,cust_14834ed5,team,annual,167,2024-08-26,,active,2024-08-26,2024-10-19
sub_18d5e12a,cust_00319f44,business,monthly,1815,2024-05-05,,active,2024-05-05,2024-10-11
sub_4d52b4f2,cust_4d6daeae,team,annual,1405,2024-09-05,,active,2024-09-05,2024-11-06
sub_9f382a6d,cust_c93e089d,premium,annual,1,2024-02-12,,active,2024-02-12,2024-03-20
sub_f70abc44,cust_3c63b148,team,monthly,717,2024-07-22,,active,2024-07-22,2024-11-26
sub_0f877767,cust_a57b35c2,business,monthly,292,2024-01-26,,active,2024-01-26,2024-02-12
sub_b052684c,cust_ffa6b53b,personal,annual,1,2024-11-20,,active,2024-11-20,2024-11-26
sub_dbbff53d,cust_de21b9db,enterprise,annual,30,2024-03-10,,active,2024-03-10,2024-03-22
sub_f20a1ca6,cust_036c232c,enterprise,annual,34,2024-03-19,,active,2024-03-19,2024-04-29
sub_fdc2fd91,cust_be397f82,personal,annual,1,2024-07-07,,active,2024-07-07,2024-08-13
sub_8a178017,cust_adf37d10,premium,annual,1,2024-02-08,,active,2024-02-08,2024-02-20
sub_4ec629a0,cust_94bf8fb9,business,monthly,142,2024-08-09,,active,2024-08-09,2024-12-11
sub_0774cc09,cust_faa598f1,team,monthly,5,2024-11-20,,active,2024-11-20,2024-12-08
sub_912bb46c,cust_4d3bd766,team,monthly,28,2024-09-12,,active,2024-09-12,2024-12-16
sub_cd5bf04d,cust_d5a9ea0e,personal,monthly,1,2024-07-23,,active,2024-07-23,2024-11-21
sub_d450d300,cust_5743c742,business,monthly,7,2024-09-29,,active,2024-09-29,2024-11-25
sub_5e4c4f32,cust_d4ef8761,enterprise,monthly,386,2024-04-09,2024-05-28,churned,2024-04-09,2024-08-29
sub_2481098e,cust_e691937a,team,monthly,4,2024-03-26,,active,2024-03-26,2024-11-16
sub_2431bb68,cust_8ea4faec,business,monthly,90,2024-10-05,,active,2024-10-05,2024-10-11
sub_da7dbfc5,cust_e7a026d7,personal,annual,1,2024-01-06,,active,2024-01-06,2024-12-28
sub_47034ae1,cust_75099fd8,team,annual,86,2024-03-22,,active,2024-03-22,2024-12-01
sub_6041c5f2,cust_bdf2b581,team,monthly,34,2024-07-09,,active,2024-07-09,2024-12-28
sub_45d2085e,cust_fcf2c25f,team,annual,123,2024-11-19,,active,2024-11-19,2024-11-22
sub_a42b66cf,cust_16efeecd,business,monthly,1004,2024-06-30,2024-12-01,churned,2024-06-30,2024-07-11
sub_696b98fe,cust_aa2f79bc,personal,monthly,1,2024-05-20,2024-11-27,churned,2024-05-20,2024-10-10
sub_2d48e266,cust_a89c6db0,personal,annual,1,2024-11-04,,active,2024-11-04,2024-11-09
sub_85752395,cust_31b2cad4,premium,monthly,1,2024-11-15,,active,2024-11-15,2024-12-14
sub_76fc425a,cust_1b23529d,business,annual,444,2024-04-13,,active,2024-04-13,2024-11-04
sub_5650ff7c,cust_3fbc4e6f,business,annual,465,2024-01-16,,active,2024-01-16,2024-10-27
sub_520ffabf,cust_fa7bd712,personal,monthly,1,2024-01-28,,active,2024-01-28,2024-12-17
sub_794f9b4c,cust_cb09cd55,business,monthly,111,2024-04-28,,active,2024-04-28,2024-05-28
sub_2d22dec6,cust_4b7a0ef2,premium,annual,1,2024-03-24,,active,2024-03-24,2024-10-11
sub_7ec406d0,cust_644b5971,business,annual,40,2024-02-07,,active,2024-02-07,2024-03-17
sub_f280fd14,cust_70d58585,business,annual,180,2024-10-08,2024-11-29,churned,2024-10-08,2024-11-28
sub_9f05589e,cust_2e711458,business,monthly,104,2024-05-29,,active,2024-05-29,2024-08-10
sub_a00846c2,cust_ccbbf819,premium,annual,1,2024-03-16,,active,2024-03-16,2024-10-06
sub_4901c05f,cust_d1e3b566,personal,monthly,1,2024-09-12,2024-11-05,churned,2024-09-12,2024-10-16
sub_b90d256b,cust_923c893c,business,annual,1417,2024-08-04,,active,2024-08-04,2024-12-27
sub_b9452d07,cust_44e5def4,enterprise,annual,223,2024-08-04,2024-11-22,churned,2024-08-04,2024-12-26
sub_8cf84d18,cust_8ecc7191,business,monthly,1439,2024-02-10,,active,2024-02-10,2024-12-03
sub_da5c76a7,cust_aaddc532,business,annual,6,2024-09-05,,active,2024-09-05,2024-12-25
sub_a3a8ef6f,cust_3e58c247,enterprise,monthly,389,2024-05-19,2024-12-13,churned,2024-05-19,2024-10-31
sub_d49342b7,cust_fb5e54de,enterprise,annual,82,2024-02-10,,active,2024-02-10,2024-04-14
sub_2f517b61,cust_21e963da,team,monthly,729,2024-11-03,2024-12-11,churned,2024-11-03,2024-12-26
sub_a9e4ba19,cust_c32f811b,business,annual,82,2024-06-04,,active,2024-06-04,2024-12-17
sub_bd29e47b,cust_cb09cd55,business,monthly,76,2024-05-11,,active,2024-05-11,2024-07-11
sub_d03398e6,cust_4d910c96,business,annual,1611,2024-07-26,,active,2024-07-26,2024-11-19
sub_b51df372,cust_a2189bad,premium,annual,1,2024-06-21,,active,2024-06-21,2024-12-19
sub_cb343823,cust_aa829280,enterprise,annual,441,2024-05-16,,active,2024-05-16,2024-09-15
sub_fe8c85e6,cust_66f312b9,personal,monthly,1,2024-08-01,2024-11-02,churned,2024-08-01,2024-10-12
sub_541f332e,cust_cb5ef3fe,premium,monthly,1,2024-06-09,,active,2024-06-09,2024-11-23
sub_0f860006,cust_1cd92b29,team,monthly,373,2024-11-16,,active,2024-11-16,2024-12-21
sub_40d34da1,cust_0c860e00,personal,monthly,1,2024-05-05,,active,2024-05-05,2024-12-27
sub_8fef97a8,cust_8ba70002,business,monthly,23,2024-04-03,,active,2024-04-03,2024-11-07
sub_1f2d3411,cust_ab11219a,business,annual,141,2024-07-30,,active,2024-07-30,2024-09-09
sub_5d6ec42d,cust_29d31d9c,team,monthly,280,2024-05-25,,active,2024-05-25,2024-12-24
sub_997e4d4d,cust_4d3bd766,team,monthly,10,2024-10-16,2024-11-27,churned,2024-10-16,2024-11-19
sub_d1a1bc71,cust_619b02c1,business,monthly,812,2024-06-24,,active,2024-06-24,2024-09-18
sub_4c4578f4,cust_c7b40989,team,monthly,295,2024-06-03,,active,2024-06-03,2024-06-03
sub_cba79cc7,cust_f6a84c7a,premium,monthly,1,2024-10-09,,active,2024-10-09,2024-10-12
sub_ca7d217c,cust_35d86521,team,monthly,400,2024-04-20,,active,2024-04-20,2024-12-07
sub_aeebf968,cust_4625b03a,team,annual,188,2024-01-07,,active,2024-01-07,2024-07-26
sub_c328d0a6,cust_dae94fa3,personal,annual,1,2024-02-22,,active,2024-02-22,2024-06-18
sub_4070fd97,cust_0a85939d,premium,monthly,1,2024-01-03,2024-05-28,churned,2024-01-03,2024-03-29
sub_ee0b471a,cust_307137bf,team,monthly,2,2024-03-24,,active,2024-03-24,2024-07-24
sub_0832d45b,cust_bb802257,business,annual,151,2024-01-09,,active,2024-01-09,2024-11-03
sub_3f1c6203,cust_3efa01db,business,monthly,8,2024-11-15,,active,2024-11-15,2024-12-30
sub_5ed2225f,cust_6613ddf6,personal,monthly,1,2024-09-24,,active,2024-09-24,2024-11-16
sub_2d72411a,cust_b120c8f4,premium,annual,1,2024-08-03,,active,2024-08-03,2024-11-10
sub_5a53fc15,cust_cc9a6918,team,annual,284,2024-08-04,,active,2024-08-04,2024-11-22
sub_2ae5e956,cust_de1531e9,business,annual,3,2024-08-09,,active,2024-08-09,2024-09-08
sub_cdd4c1d5,cust_3ab17ccd,personal,monthly,1,2024-02-06,2024-03-21,churned,2024-02-06,2024-08-02
sub_fa378737,cust_d514fe41,personal,annual,1,2024-05-18,,active,2024-05-18,2024-07-17
sub_6daec3be,cust_79f290da,enterprise,monthly,1352,2024-02-23,,active,2024-02-23,2024-06-04
sub_0f4f939a,cust_0e9cfdd3,personal,monthly,1,2024-05-22,,active,2024-05-22,2024-08-27
sub_03879405,cust_fb5e54de,business,annual,129,2024-03-31,,active,2024-03-31,2024-07-08
sub_ad6b8eac,cust_78e35adb,business,monthly,352,2024-11-10,,active,2024-11-10,2024-12-09
sub_5d1b119c,cust_aff10e4f,business,monthly,1063,2024-02-05,2024-10-13,churned,2024-02-05,2024-07-09
sub_8c6f3260,cust_811f080d,business,monthly,464,2024-08-09,,active,2024-08-09,2024-09-20
sub_cd00f5f4,cust_568c28cc,team,annual,29,2024-10-12,2024-11-18,churned,2024-10-12,2024-12-21
sub_9374207a,cust_bd57770a,premium,monthly,1,2024-05-06,,active,2024-05-06,2024-11-09
sub_09911318,cust_ef54fb19,business,monthly,410,2024-03-08,,active,2024-03-08,2024-09-13
sub_3bb97749,cust_7e55e9c3,enterprise,monthly,120,2024-11-16,,active,2024-11-16,2024-12-29
sub_52e23e81,cust_92f12209,enterprise,monthly,1050,2024-09-24,,active,2024-09-24,2024-10-12
sub_a3f6c648,cust_43801b16,business,monthly,321,2024-08-19,,active,2024-08-19,2024-12-21
sub_09db2abc,cust_db859128,business,annual,24,2024-04-26,,active,2024-04-26,2024-05-10
sub_7946d4d7,cust_a921d351,team,monthly,4,2024-10-10,2024-12-16,churned,2024-10-10,2024-10-17
sub_c63fbea7,cust_78e35adb,enterprise,annual,237,2024-10-29,2024-11-30,churned,2024-10-29,2024-11-30
sub_8d302938,cust_d514fe41,personal,monthly,1,2024-05-15,2024-11-29,churned,2024-05-15,2024-10-23
sub_8f29c541,cust_1ca57c8c,team,monthly,326,2024-02-16,,active,2024-02-16,2024-12-11
sub_d1b4b4bc,cust_4270ee2d,enterprise,monthly,756,2024-03-29,,active,2024-03-29,2024-12-07
sub_a5f05be4,cust_b72c4e17,premium,annual,1,2024-11-25,2024-12-28,churned,2024-11-25,2024-11-25
sub_3928d56e,cust_8f76554f,business,annual,290,2024-09-03,,active,2024-09-03,2024-11-16
sub_9cf4975a,cust_046571cb,premium,annual,1,2024-01-22,,active,2024-01-22,2024-05-19
sub_53231148,cust_4e26c158,team,monthly,2,2024-07-22,,active,2024-07-22,2024-07-29
sub_868b36bb,cust_76593aaf,business,annual,3,2024-05-04,2024-12-29,churned,2024-05-04,2024-12-09
sub_08868b0c,cust_865e54f0,business,monthly,316,2024-02-28,,active,2024-02-28,2024-07-03
sub_5e736481,cust_cc803303,business,annual,117,2024-07-14,,active,2024-07-14,2024-11-26
sub_aada38c2,cust_1b82397c,business,annual,697,2024-03-26,,active,2024-03-26,2024-05-24
sub_18fc8834,cust_6dedbf19,enterprise,monthly,1164,2024-01-20,,active,2024-01-20,2024-10-07
sub_c567a8bc,cust_b68b3ef5,premium,annual,1,2024-10-11,,active,2024-10-11,2024-11-18
sub_38095b26,cust_c45297a1,business,annual,1824,2024-06-22,,active,2024-06-22,2024-11-15
sub_65be9a0d,cust_464a9224,team,annual,98,2024-08-19,2024-12-25,churned,2024-08-19,2024-09-05
sub_8e1cce3f,cust_1fd94ccf,team,monthly,29,2024-03-27,,active,2024-03-27,2024-09-10
sub_43b6c242,cust_b0114aba,personal,monthly,1,2024-04-22,,active,2024-04-22,2024-09-22
sub_d698204c,cust_f65bda66,business,monthly,10,2024-02-27,,active,2024-02-27,2024-04-18
sub_9628ca27,cust_e8507f5b,team,monthly,212,2024-05-10,2024-07-11,churned,2024-05-10,2024-11-10
sub_1e999d88,cust_229e4618,personal,annual,1,2024-08-09,2024-09-17,churned,2024-08-09,2024-11-23
sub_0bd68de1,cust_9df6f820,enterprise,annual,134,2024-06-04,2024-08-23,churned,2024-06-04,2024-07-07
sub_a6189a2c,cust_57fd55d9,team,annual,1122,2024-06-03,2024-10-08,churned,2024-06-03,2024-11-18
sub_a9841c88,cust_b17b9e7f,business,annual,28,2024-10-27,2024-12-29,churned,2024-10-27,2024-11-08
sub_953fe690,cust_d35905f2,team,annual,33,2024-10-22,,active,2024-10-22,2024-11-04
sub_82bb1c06,cust_5d2223cf,business,monthly,133,2024-07-05,,active,2024-07-05,2024-10-21
sub_082f6aed,cust_408dbc4b,business,annual,6,2024-03-17,2024-10-22,churned,2024-03-17,2024-08-17
sub_ac893fbe,cust_b2751f47,team,monthly,134,2024-09-10,,active,2024-09-10,2024-12-29
sub_03999bc2,cust_1c2d8b35,personal,annual,1,2024-03-17,,active,2024-03-17,2024-10-20
sub_21ce88bf,cust_790b8432,business,monthly,11,2024-08-27,,active,2024-08-27,2024-12-06
sub_ad76672d,cust_bb903637,team,annual,21,2024-04-05,,active,2024-04-05,2024-07-08
sub_faf52752,cust_5b52c7a0,business,annual,78,2024-01-28,,active,2024-01-28,2024-05-10
sub_b8276e88,cust_eef891fd,team,annual,857,2024-10-28,,active,2024-10-28,2024-12-08
sub_0d6cc629,cust_6f6e93c0,business,monthly,1012,2024-05-05,,active,2024-05-05,2024-12-14
sub_3d2e5c95,cust_92f12209,team,monthly,1618,2024-02-04,,active,2024-02-04,2024-03-18
sub_37b9afb8,cust_65d64a65,personal,annual,1,2024-09-17,,active,2024-09-17,2024-12-06
sub_3189950e,cust_0cd926b3,premium,annual,1,2024-06-13,,active,2024-06-13,2024-11-01
sub_383f5dc7,cust_5d02bb10,team,monthly,105,2024-05-15,,active,2024-05-15,2024-07-27
sub_15268da4,cust_3e7ee3dc,premium,annual,1,2024-05-04,,active,2024-05-04,2024-09-14
sub_3a444cfa,cust_f50a6b99,personal,annual,1,2024-08-18,,active,2024-08-18,2024-12-23
sub_b2fe5e4d,cust_874214d3,premium,monthly,1,2024-01-10,,active,2024-01-10,2024-11-03
sub_c1dc676c,cust_e5e0dee1,enterprise,monthly,1298,2024-04-28,,active,2024-04-28,2024-07-02
sub_6ecd6123,cust_e15dfc45,personal,annual,1,2024-05-15,,active,2024-05-15,2024-11-02
sub_f2bc6987,cust_699a713d,enterprise,annual,1067,2024-08-30,,active,2024-08-30,2024-09-27
sub_c89c1d78,cust_7985d897,team,annual,380,2024-06-20,,active,2024-06-20,2024-06-28
sub_0426894f,cust_12f6ed06,enterprise,monthly,236,2024-11-13,,active,2024-11-13,2024-11-24
sub_fdf43ee4,cust_7f890a45,team,annual,25,2024-03-18,,active,2024-03-18,2024-12-09
sub_ac20dbf4,cust_0e1186fa,business,monthly,58,2024-05-25,,active,2024-05-25,2024-07-24
sub_83d2999a,cust_b0114aba,premium,monthly,1,2024-10-21,2024-12-25,churned,2024-10-21,2024-10-29
sub_ddc6f45c,cust_4f87d068,team,annual,127,2024-02-13,,active,2024-02-13,2024-11-26
sub_b77e15cc,cust_1669d315,personal,monthly,1,2024-01-22,,active,2024-01-22,2024-04-25
sub_ff914eeb,cust_6d78fa07,enterprise,monthly,293,2024-08-29,2024-12-26,churned,2024-08-29,2024-09-26
sub_28a3e9ca,cust_7f890a45,business,annual,26,2024-11-19,,active,2024-11-19,2024-12-28
sub_bdb19871,cust_c463a1ac,team,annual,8,2024-04-21,,active,2024-04-21,2024-04-26
sub_15e774b1,cust_f0be4d7c,enterprise,annual,315,2024-05-13,2024-07-25,churned,2024-05-13,2024-09-08
sub_558ecb50,cust_f3d50569,team,annual,10,2024-06-23,,active,2024-06-23,2024-09-22
sub_879c32f4,cust_70b83f2c,business,monthly,1728,2024-01-09,,active,2024-01-09,2024-05-16
sub_eb1c196f,cust_94ad9b0a,business,monthly,109,2024-03-22,,active,2024-03-22,2024-10-16
sub_aacea86d,cust_fe5f249b,business,monthly,112,2024-03-23,,active,2024-03-23,2024-06-10
sub_710997e6,cust_35fdb08e,team,annual,50,2024-07-31,,active,2024-07-31,2024-11-09
sub_59475b88,cust_56d5c3a3,premium,monthly,1,2024-10-18,,active,2024-10-18,2024-11-12
sub_b9994657,cust_c6a0aac3,team,monthly,48,2024-08-01,,active,2024-08-01,2024-11-02
sub_e3a95da7,cust_6173f89d,enterprise,annual,105,2024-08-29,2024-12-07,churned,2024-08-29,2024-09-25
sub_9bab2d43,cust_db859128,team,monthly,6,2024-09-26,,active,2024-09-26,2024-12-02
sub_7876ad21,cust_3e7ee3dc,business,monthly,72,2024-09-16,,active,2024-09-16,2024-09-19
sub_9731b550,cust_084c3ec6,premium,monthly,1,2024-05-26,2024-10-16,churned,2024-05-26,2024-12-16
sub_29fd6275,cust_334e9be4,business,annual,449,2024-01-17,,active,2024-01-17,2024-04-25
sub_76bf276d,cust_f4e80a15,business,monthly,1778,2024-03-07,2024-04-29,churned,2024-03-07,2024-06-25
sub_348b7ba1,cust_98023195,enterprise,monthly,137,2024-03-18,,active,2024-03-18,2024-12-13
sub_0506554d,cust_99f71068,enterprise,monthly,11,2024-08-27,2024-10-22,churned,2024-08-27,2024-09-06
sub_138b3b1b,cust_e84b276d,business,annual,1000,2024-06-29,,active,2024-06-29,2024-11-03
sub_7e3e1af4,cust_4e26c158,team,monthly,5,2024-01-04,,active,2024-01-04,2024-01-29
sub_11e8c1bf,cust_a1517f17,business,monthly,210,2024-05-30,,active,2024-05-30,2024-09-12
sub_f4e359e2,cust_85ef9f71,team,monthly,16,2024-09-14,,active,2024-09-14,2024-11-22
sub_1137e977,cust_6a2fab47,personal,monthly,1,2024-02-11,,active,2024-02-11,2024-02-18
sub_ae2a532b,cust_674ec61a,business,annual,1822,2024-04-23,,active,2024-04-23,2024-09-20
sub_2b54e28a,cust_852f36ae,team,annual,68,2024-03-30,,active,2024-03-30,2024-08-24
sub_90c28044,cust_4bcbeda9,business,annual,5,2024-07-16,,active,2024-07-16,2024-11-30
sub_05971e02,cust_88432285,personal,monthly,1,2024-02-08,,active,2024-02-08,2024-06-09
sub_e34b186f,cust_db4350eb,team,monthly,352,2024-07-07,,active,2024-07-07,2024-12-22
sub_47bce3a8,cust_70b83f2c,business,monthly,510,2024-08-19,2024-12-30,churned,2024-08-19,2024-09-05
sub_1fe4d5af,cust_743e6b66,premium,monthly,1,2024-03-13,,active,2024-03-13,2024-05-29
sub_12892064,cust_69083632,business,annual,122,2024-07-13,,active,2024-07-13,2024-10-09
sub_7a47d36e,cust_51289935,enterprise,annual,125,2024-08-05,,active,2024-08-05,2024-12-21
sub_569d613e,cust_b17b9e7f,premium,monthly,1,2024-01-09,,active,2024-01-09,2024-01-24
sub_5efa7e23,cust_46e4298c,team,monthly,84,2024-04-06,2024-11-27,churned,2024-04-06,2024-08-02
sub_25377d32,cust_d2e02d1f,team,monthly,9,2024-05-09,,active,2024-05-09,2024-11-15
sub_97c0aea3,cust_d12b34f3,enterprise,monthly,1164,2024-06-01,,active,2024-06-01,2024-07-31
sub_a8d84bbd,cust_d812d0dc,premium,annual,1,2024-01-08,,active,2024-01-08,2024-05-21
sub_37da38a5,cust_3fbc4e6f,business,annual,326,2024-09-22,,active,2024-09-22,2024-11-29
sub_c4e6aca6,cust_d35905f2,enterprise,monthly,8,2024-05-18,,active,2024-05-18,2024-09-12
sub_6c682b21,cust_7a983ccb,business,annual,6,2024-04-01,,active,2024-04-01,2024-10-12
sub_8100fc78,cust_db859128,business,annual,18,2024-04-17,2024-06-10,churned,2024-04-17,2024-12-16
sub_7f01af97,cust_25b36647,business,annual,1482,2024-04-10,2024-10-07,churned,2024-04-10,2024-04-21
sub_f4667521,cust_3fbc4e6f,business,annual,309,2024-08-03,,active,2024-08-03,2024-09-26
sub_3132b58a,cust_8ecc7191,business,annual,1363,2024-03-28,,active,2024-03-28,2024-05-25
sub_6439814f,cust_db4350eb,business,annual,73,2024-05-12,2024-11-10,churned,2024-05-12,2024-07-04
sub_4bb3b53b,cust_e361a1c1,enterprise,annual,1667,2024-02-04,,active,2024-02-04,2024-11-13
sub_fbaef5ea,cust_a3ecf401,team,annual,831,2024-05-28,,active,2024-05-28,2024-12-16
sub_48e00a16,cust_4d3bd766,team,monthly,25,2024-09-20,,active,2024-09-20,2024-11-03
sub_b8c76959,cust_747856e2,enterprise,monthly,724,2024-06-11,2024-08-26,churned,2024-06-11,2024-08-09
sub_e298f107,cust_712aff0f,personal,monthly,1,2024-06-14,,active,2024-06-14,2024-10-13
sub_7cfb26d1,cust_f95a3fa2,team,annual,1304,2024-08-23,,active,2024-08-23,2024-10-25
sub_7319d115,cust_1b29293b,business,annual,300,2024-06-23,,active,2024-06-23,2024-10-06
sub_4d2210d7,cust_07164d04,business,monthly,147,2024-02-21,,active,2024-02-21,2024-05-11
sub_d7b70ab8,cust_bf4760e3,business,monthly,131,2024-09-10,,active,2024-09-10,2024-10-06
sub_e3e1b966,cust_a831d5d4,business,monthly,14,2024-08-13,,active,2024-08-13,2024-11-26
sub_58d891f0,cust_6ee8844a,enterprise,annual,77,2024-09-22,,active,2024-09-22,2024-10-31
sub_4d27204b,cust_32899952,business,monthly,1260,2024-11-30,,active,2024-11-30,2024-12-06
sub_cfa52b6a,cust_18293d5f,business,annual,89,2024-04-30,,active,2024-04-30,2024-11-19
sub_784c03b5,cust_be397f82,premium,annual,1,2024-02-22,,active,2024-02-22,2024-08-07
sub_cd73cc10,cust_47f066bd,premium,annual,1,2024-10-26,,active,2024-10-26,2024-11-09
sub_ae082ead,cust_0585c76c,business,monthly,21,2024-09-11,,active,2024-09-11,2024-12-29
sub_66830023,cust_b06e127f,personal,annual,1,2024-03-02,,active,2024-03-02,2024-07-03
sub_c35472e1,cust_568acecc,enterprise,annual,1358,2024-01-27,,active,2024-01-27,2024-08-30
sub_bef03692,cust_d48c3f35,business,monthly,125,2024-07-25,,active,2024-07-25,2024-12-11
sub_a4fe7b1e,cust_430bf969,business,annual,36,2024-02-15,,active,2024-02-15,2024-04-26
sub_56f056b1,cust_31b7e956,team,annual,61,2024-05-03,,active,2024-05-03,2024-06-28
sub_9feb37c5,cust_95c9dd83,premium,monthly,1,2024-10-09,2024-11-10,churned,2024-10-09,2024-12-22
sub_6636a9f9,cust_10ee9ef9,enterprise,monthly,298,2024-05-03,,active,2024-05-03,2024-10-10
sub_1397e04e,cust_9df6729b,business,annual,131,2024-06-08,2024-09-04,churned,2024-06-08,2024-11-27
sub_1aff6910,cust_4ada5024,team,monthly,65,2024-10-16,,active,2024-10-16,2024-12-16
sub_a1fe5aa7,cust_011feec8,business,annual,33,2024-10-13,2024-12-08,churned,2024-10-13,2024-10-27
sub_e1b11048,cust_09a9467a,business,annual,18,2024-10-29,,active,2024-10-29,2024-11-16
sub_61872135,cust_94ad9b0a,business,monthly,481,2024-02-11,,active,2024-02-11,2024-04-02
sub_aed58c7b,cust_859be475,business,monthly,347,2024-03-12,,active,2024-03-12,2024-03-22
sub_4e67cc57,cust_ae87a752,business,annual,357,2024-10-23,2024-12-21,churned,2024-10-23,2024-12-21
sub_26dbb3f4,cust_dfd833f2,enterprise,annual,462,2024-04-13,,active,2024-04-13,2024-12-04
sub_a9f297e3,cust_ff12f1b2,team,annual,159,2024-08-08,2024-10-21,churned,2024-08-08,2024-12-01
sub_c45ab2f3,cust_785a25a6,team,annual,6,2024-03-31,,active,2024-03-31,2024-06-28
sub_c939218c,cust_3fbc4e6f,enterprise,annual,329,2024-09-23,2024-10-25,churned,2024-09-23,2024-12-01
sub_bb2eab67,cust_19cd404a,enterprise,monthly,34,2024-01-31,,active,2024-01-31,2024-10-24
sub_d181197f,cust_46ea8cb5,business,annual,25,2024-10-29,,active,2024-10-29,2024-12-14
sub_30321279,cust_b68b3ef5,team,monthly,2,2024-02-22,,active,2024-02-22,2024-09-04
sub_7646f60b,cust_e507f7af,business,annual,408,2024-11-24,,active,2024-11-24,2024-12-23
sub_23944d4f,cust_00747296,enterprise,monthly,1963,2024-07-01,,active,2024-07-01,2024-11-16
sub_d358f7ee,cust_6461f338,business,annual,437,2024-09-09,,active,2024-09-09,2024-11-20
sub_70c24582,cust_b258bf7d,enterprise,monthly,274,2024-03-12,2024-09-08,churned,2024-03-12,2024-09-18
sub_64e17ac2,cust_1d4b2869,enterprise,annual,91,2024-07-03,,active,2024-07-03,2024-07-29
sub_19135516,cust_ae2f5724,business,annual,15,2024-03-04,,active,2024-03-04,2024-05-18
sub_379fe87c,cust_619b02c1,enterprise,monthly,1136,2024-03-28,,active,2024-03-28,2024-04-09
sub_06b9d3a1,cust_3e7ee3dc,business,annual,103,2024-06-07,,active,2024-06-07,2024-06-12
sub_bf92a9cc,cust_a261fcdc,premium,monthly,1,2024-04-14,2024-10-21,churned,2024-04-14,2024-07-09
sub_be49f23a,cust_852f36ae,team,monthly,100,2024-10-15,,active,2024-10-15,2024-12-19
sub_93166a2a,cust_6b40e499,personal,monthly,1,2024-03-19,,active,2024-03-19,2024-06-06
sub_2ac15ea7,cust_86b4de04,enterprise,annual,1079,2024-01-26,,active,2024-01-26,2024-04-03
sub_be760c30,cust_e7c121c8,team,annual,217,2024-06-19,,active,2024-06-19,2024-12-26
sub_200c3e4f,cust_19f35441,premium,monthly,1,2024-09-24,,active,2024-09-24,2024-11-26
sub_63dcae21,cust_5f830ee5,premium,monthly,1,2024-06-26,2024-09-11,churned,2024-06-26,2024-09-17
sub_afa3be9f,cust_49522741,enterprise,monthly,151,2024-06-06,,active,2024-06-06,2024-06-22
sub_d4e52b6f,cust_ffa6b53b,premium,monthly,1,2024-08-24,,active,2024-08-24,2024-11-05
sub_5bdf715c,cust_ec5d96a2,enterprise,monthly,1261,2024-10-06,2024-12-05,churned,2024-10-06,2024-11-13
sub_cf854db3,cust_ea522bb5,enterprise,annual,1794,2024-08-25,,active,2024-08-25,2024-12-14
sub_3665517d,cust_4e26c158,personal,monthly,1,2024-08-18,,active,2024-08-18,2024-11-30
sub_ed783c45,cust_aff10e4f,enterprise,annual,983,2024-07-22,,active,2024-07-22,2024-11-23
sub_c39a1053,cust_36b922dc,enterprise,monthly,68,2024-09-30,,active,2024-09-30,2024-12-15
sub_9b068677,cust_c7b40989,enterprise,annual,636,2024-01-15,2024-09-03,churned,2024-01-15,2024-02-26
sub_56054a00,cust_b258bf7d,enterprise,annual,400,2024-06-24,,active,2024-06-24,2024-09-20
sub_7d6dc669,cust_644b5971,personal,monthly,1,2024-11-17,2024-12-18,churned,2024-11-17,2024-12-29
sub_7a903ee9,cust_7bcbc921,enterprise,monthly,426,2024-04-05,,active,2024-04-05,2024-10-23
sub_653df69e,cust_b30c988f,personal,monthly,1,2024-07-27,2024-11-10,churned,2024-07-27,2024-12-16
sub_cdf365d3,cust_25989bee,enterprise,annual,393,2024-01-16,,active,2024-01-16,2024-08-19
sub_5b5c9af4,cust_2e711458,personal,monthly,1,2024-05-30,,active,2024-05-30,2024-12-16
